datetime,year,month,day,hour,O3,O3_24h,O3_8h,O3_8h_24h
2016-02-10 08:00:00,2016,2,10,8,61.0,143.0,87.0,127.0
2016-02-10 09:00:00,2016,2,10,9,53.0,143.0,81.0,127.0
2016-02-10 10:00:00,2016,2,10,10,46.0,143.0,73.0,127.0
2016-02-10 11:00:00,2016,2,10,11,48.0,143.0,67.0,127.0
2016-02-10 12:00:00,2016,2,10,12,51.0,143.0,62.0,127.0
2016-02-10 13:00:00,2016,2,10,13,58.0,143.0,58.0,127.0
2016-02-10 14:00:00,2016,2,10,14,68.0,143.0,57.0,127.0
2016-02-10 15:00:00,2016,2,10,15,76.0,143.0,58.0,127.0
2016-02-10 16:00:00,2016,2,10,16,76.0,143.0,59.0,127.0
2016-02-10 17:00:00,2016,2,10,17,73.0,140.0,62.0,127.0
2016-02-10 18:00:00,2016,2,10,18,67.0,129.0,65.0,127.0
2016-02-10 19:00:00,2016,2,10,19,61.0,120.0,66.0,127.0
2016-02-10 20:00:00,2016,2,10,20,57.0,114.0,67.0,127.0
2016-02-10 21:00:00,2016,2,10,21,55.0,112.0,67.0,125.0
2016-02-10 22:00:00,2016,2,10,22,55.0,112.0,65.0,122.0
2016-02-10 23:00:00,2016,2,10,23,57.0,111.0,63.0,119.0
2016-02-11 00:00:00,2016,2,11,0,56.0,109.0,60.0,115.0
2016-02-11 01:00:00,2016,2,11,1,55.0,107.0,58.0,111.0
2016-02-11 02:00:00,2016,2,11,2,55.0,104.0,56.0,107.0
2016-02-11 03:00:00,2016,2,11,3,55.0,99.0,56.0,104.0
2016-02-11 04:00:00,2016,2,11,4,55.0,94.0,56.0,100.0
2016-02-11 05:00:00,2016,2,11,5,53.0,87.0,55.0,98.0
2016-02-11 06:00:00,2016,2,11,6,56.0,80.0,55.0,95.0
2016-02-11 07:00:00,2016,2,11,7,57.0,79.0,55.0,90.0
2016-02-11 08:00:00,2016,2,11,8,51.0,78.0,55.0,84.0
2016-02-11 09:00:00,2016,2,11,9,48.0,78.0,54.0,77.0
2016-02-11 10:00:00,2016,2,11,10,48.0,78.0,53.0,71.0
2016-02-11 11:00:00,2016,2,11,11,51.0,78.0,52.0,68.0
2016-02-11 12:00:00,2016,2,11,12,58.0,78.0,53.0,67.0
2016-02-11 13:00:00,2016,2,11,13,58.0,78.0,53.0,67.0
2016-02-11 14:00:00,2016,2,11,14,61.0,78.0,54.0,67.0
2016-02-11 15:00:00,2016,2,11,15,64.0,77.0,55.0,67.0
2016-02-11 16:00:00,2016,2,11,16,69.0,75.0,57.0,67.0
2016-02-11 17:00:00,2016,2,11,17,67.0,72.0,59.0,67.0
2016-02-11 18:00:00,2016,2,11,18,58.0,71.0,61.0,67.0
2016-02-11 19:00:00,2016,2,11,19,45.0,71.0,60.0,67.0
2016-02-11 20:00:00,2016,2,11,20,43.0,71.0,58.0,67.0
2016-02-11 21:00:00,2016,2,11,21,55.0,71.0,58.0,65.0
2016-02-11 22:00:00,2016,2,11,22,57.0,71.0,57.0,64.0
2016-02-11 23:00:00,2016,2,11,23,55.0,72.0,56.0,63.0
2016-02-12 00:00:00,2016,2,12,0,53.0,72.0,54.0,61.0
2016-02-12 01:00:00,2016,2,12,1,56.0,73.0,53.0,61.0
2016-02-12 02:00:00,2016,2,12,2,56.0,73.0,53.0,61.0
2016-02-12 03:00:00,2016,2,12,3,53.0,73.0,54.0,62.0
2016-02-12 04:00:00,2016,2,12,4,47.0,73.0,54.0,62.0
2016-02-12 05:00:00,2016,2,12,5,45.0,73.0,53.0,62.0
2016-02-12 06:00:00,2016,2,12,6,42.0,73.0,51.0,62.0
2016-02-12 07:00:00,2016,2,12,7,36.0,73.0,48.0,62.0
2016-02-12 08:00:00,2016,2,12,8,35.0,73.0,46.0,62.0
2016-02-12 09:00:00,2016,2,12,9,36.0,73.0,44.0,62.0
2016-02-12 10:00:00,2016,2,12,10,32.0,73.0,41.0,62.0
2016-02-12 11:00:00,2016,2,12,11,30.0,73.0,38.0,62.0
2016-02-12 12:00:00,2016,2,12,12,32.0,73.0,36.0,62.0
2016-02-12 13:00:00,2016,2,12,13,33.0,73.0,34.0,62.0
2016-02-12 14:00:00,2016,2,12,14,31.0,73.0,33.0,62.0
2016-02-12 15:00:00,2016,2,12,15,22.0,73.0,31.0,62.0
2016-02-12 16:00:00,2016,2,12,16,19.0,70.0,29.0,62.0
2016-02-12 17:00:00,2016,2,12,17,20.0,68.0,27.0,62.0
2016-02-12 18:00:00,2016,2,12,18,18.0,66.0,26.0,61.0
2016-02-12 19:00:00,2016,2,12,19,28.0,65.0,26.0,60.0
2016-02-12 20:00:00,2016,2,12,20,15.0,64.0,23.0,60.0
2016-02-12 21:00:00,2016,2,12,21,16.0,62.0,21.0,59.0
2016-02-12 22:00:00,2016,2,12,22,16.0,61.0,19.0,58.0
2016-02-12 23:00:00,2016,2,12,23,24.0,60.0,20.0,57.0
2016-02-13 00:00:00,2016,2,13,0,28.0,60.0,21.0,56.0
2016-02-13 01:00:00,2016,2,13,1,32.0,61.0,22.0,55.0
2016-02-13 02:00:00,2016,2,13,2,34.0,60.0,24.0,55.0
2016-02-13 03:00:00,2016,2,13,3,38.0,57.0,25.0,56.0
2016-02-13 04:00:00,2016,2,13,4,41.0,55.0,29.0,55.0
2016-02-13 05:00:00,2016,2,13,5,43.0,54.0,32.0,54.0
2016-02-13 06:00:00,2016,2,13,6,47.0,54.0,36.0,52.0
2016-02-13 07:00:00,2016,2,13,7,45.0,55.0,38.0,50.0
2016-02-13 08:00:00,2016,2,13,8,42.0,55.0,40.0,48.0
2016-02-13 09:00:00,2016,2,13,9,41.0,55.0,41.0,47.0
2016-02-13 10:00:00,2016,2,13,10,42.0,56.0,43.0,48.0
2016-02-13 11:00:00,2016,2,13,11,41.0,57.0,43.0,48.0
2016-02-13 12:00:00,2016,2,13,12,37.0,57.0,42.0,47.0
2016-02-13 13:00:00,2016,2,13,13,40.0,57.0,42.0,47.0
2016-02-13 14:00:00,2016,2,13,14,39.0,57.0,41.0,47.0
2016-02-13 15:00:00,2016,2,13,15,38.0,57.0,40.0,47.0
2016-02-13 16:00:00,2016,2,13,16,32.0,57.0,39.0,47.0
2016-02-13 17:00:00,2016,2,13,17,42.0,57.0,39.0,47.0
2016-02-13 18:00:00,2016,2,13,18,46.0,58.0,39.0,47.0
2016-02-13 19:00:00,2016,2,13,19,43.0,51.0,40.0,46.0
2016-02-13 20:00:00,2016,2,13,20,33.0,51.0,39.0,46.0
2016-02-13 21:00:00,2016,2,13,21,22.0,51.0,37.0,45.0
2016-02-13 22:00:00,2016,2,13,22,23.0,51.0,35.0,45.0
2016-02-13 23:00:00,2016,2,13,23,48.0,52.0,36.0,45.0
2016-02-14 00:00:00,2016,2,14,0,55.0,57.0,39.0,45.0
2016-02-14 01:00:00,2016,2,14,1,57.0,59.0,41.0,45.0
2016-02-14 02:00:00,2016,2,14,2,57.0,60.0,42.0,46.0
2016-02-14 03:00:00,2016,2,14,3,57.0,60.0,44.0,47.0
2016-02-14 04:00:00,2016,2,14,4,56.0,60.0,47.0,48.0
2016-02-14 05:00:00,2016,2,14,5,56.0,60.0,51.0,51.0
2016-02-14 06:00:00,2016,2,14,6,56.0,60.0,55.0,55.0
2016-02-14 07:00:00,2016,2,14,7,57.0,60.0,56.0,56.0
2016-02-14 08:00:00,2016,2,14,8,54.0,60.0,56.0,56.0
2016-02-14 09:00:00,2016,2,14,9,56.0,61.0,56.0,57.0
2016-02-14 10:00:00,2016,2,14,10,64.0,65.0,57.0,57.0
2016-02-14 11:00:00,2016,2,14,11,67.0,68.0,58.0,59.0
2016-02-14 12:00:00,2016,2,14,12,69.0,70.0,60.0,60.0
2016-02-14 13:00:00,2016,2,14,13,71.0,72.0,62.0,62.0
2016-02-14 14:00:00,2016,2,14,14,82.0,84.0,65.0,65.0
2016-02-14 15:00:00,2016,2,14,15,72.0,84.0,67.0,67.0
2016-02-14 16:00:00,2016,2,14,16,70.0,84.0,69.0,69.0
2016-02-14 17:00:00,2016,2,14,17,70.0,84.0,71.0,71.0
2016-02-14 18:00:00,2016,2,14,18,67.0,84.0,71.0,71.0
2016-02-14 19:00:00,2016,2,14,19,59.0,84.0,70.0,71.0
2016-02-14 20:00:00,2016,2,14,20,50.0,84.0,68.0,71.0
2016-02-14 21:00:00,2016,2,14,21,48.0,84.0,65.0,71.0
2016-02-14 22:00:00,2016,2,14,22,50.0,84.0,61.0,71.0
2016-02-14 23:00:00,2016,2,14,23,55.0,84.0,58.0,71.0
2016-02-15 00:00:00,2016,2,15,0,58.0,84.0,57.0,71.0
2016-02-15 01:00:00,2016,2,15,1,61.0,84.0,56.0,71.0
2016-02-15 02:00:00,2016,2,15,2,65.0,84.0,56.0,71.0
2016-02-15 03:00:00,2016,2,15,3,65.0,84.0,57.0,71.0
2016-02-15 04:00:00,2016,2,15,4,63.0,84.0,58.0,71.0
2016-02-15 05:00:00,2016,2,15,5,59.0,84.0,59.0,71.0
2016-02-15 06:00:00,2016,2,15,6,59.0,84.0,61.0,71.0
2016-02-15 07:00:00,2016,2,15,7,54.0,84.0,61.0,71.0
2016-02-15 08:00:00,2016,2,15,8,51.0,84.0,60.0,71.0
2016-02-15 09:00:00,2016,2,15,9,55.0,84.0,59.0,71.0
2016-02-15 10:00:00,2016,2,15,10,66.0,85.0,59.0,71.0
2016-02-15 11:00:00,2016,2,15,11,72.0,85.0,60.0,71.0
2016-02-15 12:00:00,2016,2,15,12,75.0,86.0,61.0,71.0
2016-02-15 13:00:00,2016,2,15,13,78.0,88.0,64.0,71.0
2016-02-15 14:00:00,2016,2,15,14,81.0,83.0,67.0,72.0
2016-02-15 15:00:00,2016,2,15,15,82.0,84.0,70.0,72.0
2016-02-15 16:00:00,2016,2,15,16,81.0,84.0,74.0,75.0
2016-02-15 17:00:00,2016,2,15,17,80.0,85.0,77.0,77.0
2016-02-15 18:00:00,2016,2,15,18,75.0,85.0,78.0,78.0
2016-02-15 19:00:00,2016,2,15,19,68.0,85.0,78.0,79.0
2016-02-15 20:00:00,2016,2,15,20,66.0,85.0,76.0,79.0
2016-02-15 21:00:00,2016,2,15,21,62.0,85.0,74.0,79.0
2016-02-15 22:00:00,2016,2,15,22,61.0,85.0,72.0,79.0
2016-02-15 23:00:00,2016,2,15,23,59.0,85.0,69.0,79.0
2016-02-16 00:00:00,2016,2,16,0,58.0,85.0,66.0,79.0
2016-02-16 01:00:00,2016,2,16,1,59.0,85.0,63.0,79.0
2016-02-16 02:00:00,2016,2,16,2,61.0,85.0,62.0,79.0
2016-02-16 03:00:00,2016,2,16,3,61.0,85.0,61.0,79.0
2016-02-16 04:00:00,2016,2,16,4,57.0,85.0,60.0,79.0
2016-02-16 05:00:00,2016,2,16,5,55.0,85.0,59.0,79.0
2016-02-16 06:00:00,2016,2,16,6,55.0,85.0,58.0,79.0
2016-02-16 07:00:00,2016,2,16,7,55.0,85.0,58.0,79.0
2016-02-16 08:00:00,2016,2,16,8,53.0,85.0,57.0,79.0
2016-02-16 09:00:00,2016,2,16,9,58.0,85.0,57.0,79.0
2016-02-16 10:00:00,2016,2,16,10,67.0,85.0,58.0,79.0
2016-02-16 11:00:00,2016,2,16,11,73.0,85.0,59.0,79.0
2016-02-16 12:00:00,2016,2,16,12,77.0,85.0,62.0,79.0
2016-02-16 13:00:00,2016,2,16,13,83.0,86.0,65.0,79.0
2016-02-16 14:00:00,2016,2,16,14,86.0,88.0,69.0,79.0
2016-02-16 15:00:00,2016,2,16,15,88.0,90.0,73.0,79.0
2016-02-16 16:00:00,2016,2,16,16,88.0,91.0,78.0,79.0
2016-02-16 17:00:00,2016,2,16,17,87.0,91.0,81.0,81.0
2016-02-16 18:00:00,2016,2,16,18,80.0,91.0,83.0,83.0
2016-02-16 19:00:00,2016,2,16,19,67.0,91.0,82.0,83.0
2016-02-16 20:00:00,2016,2,16,20,55.0,91.0,79.0,83.0
2016-02-16 21:00:00,2016,2,16,21,50.0,91.0,75.0,83.0
2016-02-16 22:00:00,2016,2,16,22,55.0,91.0,71.0,83.0
2016-02-16 23:00:00,2016,2,16,23,55.0,91.0,67.0,83.0
2016-02-17 00:00:00,2016,2,17,0,54.0,91.0,63.0,83.0
2016-02-17 01:00:00,2016,2,17,1,54.0,91.0,59.0,83.0
2016-02-17 02:00:00,2016,2,17,2,49.0,91.0,55.0,83.0
2016-02-17 03:00:00,2016,2,17,3,45.0,91.0,52.0,83.0
2016-02-17 04:00:00,2016,2,17,4,45.0,91.0,51.0,83.0
2016-02-17 05:00:00,2016,2,17,5,48.0,91.0,51.0,83.0
2016-02-17 06:00:00,2016,2,17,6,51.0,91.0,50.0,83.0
2016-02-17 07:00:00,2016,2,17,7,41.0,91.0,49.0,83.0
2016-02-17 08:00:00,2016,2,17,8,27.0,91.0,45.0,83.0
2016-02-17 09:00:00,2016,2,17,9,35.0,91.0,43.0,83.0
2016-02-17 10:00:00,2016,2,17,10,44.0,91.0,42.0,83.0
2016-02-17 11:00:00,2016,2,17,11,55.0,91.0,43.0,83.0
2016-02-17 12:00:00,2016,2,17,12,63.0,90.0,46.0,83.0
2016-02-17 13:00:00,2016,2,17,13,72.0,90.0,49.0,83.0
2016-02-17 14:00:00,2016,2,17,14,75.0,90.0,52.0,83.0
2016-02-17 15:00:00,2016,2,17,15,92.0,94.0,58.0,83.0
2016-02-17 16:00:00,2016,2,17,16,93.0,97.0,66.0,83.0
2016-02-17 17:00:00,2016,2,17,17,89.0,97.0,73.0,83.0
2016-02-17 18:00:00,2016,2,17,18,76.0,97.0,77.0,83.0
2016-02-17 19:00:00,2016,2,17,19,61.0,97.0,78.0,82.0
2016-02-17 20:00:00,2016,2,17,20,64.0,97.0,78.0,81.0
2016-02-17 21:00:00,2016,2,17,21,64.0,97.0,77.0,81.0
2016-02-17 22:00:00,2016,2,17,22,58.0,97.0,74.0,80.0
2016-02-17 23:00:00,2016,2,17,23,51.0,97.0,70.0,79.0
2016-02-18 00:00:00,2016,2,18,0,48.0,97.0,64.0,79.0
2016-02-18 01:00:00,2016,2,18,1,36.0,97.0,57.0,79.0
2016-02-18 02:00:00,2016,2,18,2,28.0,97.0,51.0,79.0
2016-02-18 03:00:00,2016,2,18,3,33.0,97.0,48.0,79.0
2016-02-18 04:00:00,2016,2,18,4,37.0,97.0,44.0,79.0
2016-02-18 05:00:00,2016,2,18,5,38.0,97.0,41.0,79.0
2016-02-18 06:00:00,2016,2,18,6,40.0,97.0,39.0,79.0
2016-02-18 07:00:00,2016,2,18,7,44.0,97.0,38.0,79.0
2016-02-18 08:00:00,2016,2,18,8,34.0,97.0,36.0,79.0
2016-02-18 09:00:00,2016,2,18,9,31.0,97.0,36.0,79.0
2016-02-18 10:00:00,2016,2,18,10,51.0,97.0,38.0,79.0
2016-02-18 11:00:00,2016,2,18,11,71.0,98.0,43.0,79.0
2016-02-18 12:00:00,2016,2,18,12,82.0,98.0,49.0,79.0
2016-02-18 13:00:00,2016,2,18,13,88.0,98.0,55.0,79.0
2016-02-18 14:00:00,2016,2,18,14,87.0,98.0,61.0,79.0
2016-02-18 15:00:00,2016,2,18,15,88.0,97.0,67.0,80.0
2016-02-18 16:00:00,2016,2,18,16,88.0,97.0,73.0,81.0
2016-02-18 17:00:00,2016,2,18,17,87.0,96.0,80.0,83.0
2016-02-18 18:00:00,2016,2,18,18,80.0,96.0,84.0,85.0
2016-02-18 19:00:00,2016,2,18,19,64.0,96.0,83.0,85.0
2016-02-18 20:00:00,2016,2,18,20,47.0,96.0,79.0,85.0
2016-02-18 21:00:00,2016,2,18,21,32.0,96.0,72.0,85.0
2016-02-18 22:00:00,2016,2,18,22,23.0,96.0,64.0,85.0
2016-02-18 23:00:00,2016,2,18,23,16.0,96.0,55.0,84.0
2016-02-19 00:00:00,2016,2,19,0,17.0,96.0,46.0,84.0
2016-02-19 01:00:00,2016,2,19,1,13.0,96.0,37.0,84.0
2016-02-19 02:00:00,2016,2,19,2,15.0,96.0,28.0,84.0
2016-02-19 03:00:00,2016,2,19,3,15.0,96.0,22.0,84.0
2016-02-19 04:00:00,2016,2,19,4,24.0,96.0,19.0,84.0
2016-02-19 05:00:00,2016,2,19,5,44.0,96.0,21.0,84.0
2016-02-19 06:00:00,2016,2,19,6,57.0,96.0,25.0,84.0
2016-02-19 07:00:00,2016,2,19,7,62.0,96.0,31.0,84.0
2016-02-19 08:00:00,2016,2,19,8,66.0,96.0,37.0,84.0
2016-02-19 09:00:00,2016,2,19,9,66.0,96.0,43.0,84.0
2016-02-19 10:00:00,2016,2,19,10,71.0,96.0,50.0,84.0
2016-02-19 11:00:00,2016,2,19,11,77.0,96.0,59.0,84.0
2016-02-19 12:00:00,2016,2,19,12,80.0,97.0,65.0,84.0
2016-02-19 13:00:00,2016,2,19,13,84.0,97.0,70.0,85.0
2016-02-19 14:00:00,2016,2,19,14,88.0,98.0,74.0,86.0
2016-02-19 15:00:00,2016,2,19,15,91.0,98.0,78.0,87.0
2016-02-19 16:00:00,2016,2,19,16,91.0,97.0,81.0,88.0
2016-02-19 17:00:00,2016,2,19,17,89.0,96.0,84.0,89.0
2016-02-19 18:00:00,2016,2,19,18,83.0,94.0,85.0,90.0
2016-02-19 19:00:00,2016,2,19,19,74.0,94.0,85.0,89.0
2016-02-19 20:00:00,2016,2,19,20,73.0,94.0,84.0,88.0
2016-02-19 21:00:00,2016,2,19,21,76.0,94.0,83.0,88.0
2016-02-19 22:00:00,2016,2,19,22,67.0,94.0,80.0,87.0
2016-02-19 23:00:00,2016,2,19,23,54.0,94.0,76.0,87.0
2016-02-20 00:00:00,2016,2,20,0,36.0,94.0,69.0,87.0
2016-02-20 01:00:00,2016,2,20,1,26.0,94.0,61.0,87.0
2016-02-20 02:00:00,2016,2,20,2,43.0,94.0,56.0,87.0
2016-02-20 03:00:00,2016,2,20,3,41.0,94.0,52.0,87.0
2016-02-20 04:00:00,2016,2,20,4,51.0,94.0,49.0,87.0
2016-02-20 05:00:00,2016,2,20,5,60.0,94.0,47.0,87.0
2016-02-20 06:00:00,2016,2,20,6,67.0,94.0,47.0,87.0
2016-02-20 07:00:00,2016,2,20,7,77.0,94.0,50.0,87.0
2016-02-20 08:00:00,2016,2,20,8,77.0,94.0,55.0,87.0
2016-02-20 09:00:00,2016,2,20,9,77.0,94.0,61.0,87.0
2016-02-20 10:00:00,2016,2,20,10,79.0,96.0,66.0,87.0
2016-02-20 11:00:00,2016,2,20,11,79.0,94.0,71.0,87.0
2016-02-20 12:00:00,2016,2,20,12,80.0,94.0,74.0,87.0
2016-02-20 13:00:00,2016,2,20,13,83.0,94.0,77.0,87.0
2016-02-20 14:00:00,2016,2,20,14,85.0,94.0,79.0,87.0
2016-02-20 15:00:00,2016,2,20,15,86.0,93.0,81.0,87.0
2016-02-20 16:00:00,2016,2,20,16,93.0,96.0,83.0,87.0
2016-02-20 17:00:00,2016,2,20,17,93.0,97.0,85.0,87.0
2016-02-20 18:00:00,2016,2,20,18,88.0,97.0,86.0,88.0
2016-02-20 19:00:00,2016,2,20,19,66.0,97.0,84.0,88.0
2016-02-20 20:00:00,2016,2,20,20,50.0,97.0,80.0,87.0
2016-02-20 21:00:00,2016,2,20,21,38.0,97.0,75.0,87.0
2016-02-20 22:00:00,2016,2,20,22,37.0,97.0,69.0,87.0
2016-02-20 23:00:00,2016,2,20,23,33.0,97.0,62.0,87.0
2016-02-21 00:00:00,2016,2,21,0,41.0,97.0,56.0,87.0
2016-02-21 01:00:00,2016,2,21,1,46.0,97.0,50.0,87.0
2016-02-21 02:00:00,2016,2,21,2,54.0,97.0,46.0,87.0
2016-02-21 03:00:00,2016,2,21,3,56.0,97.0,44.0,87.0
2016-02-21 04:00:00,2016,2,21,4,55.0,97.0,45.0,87.0
2016-02-21 05:00:00,2016,2,21,5,54.0,97.0,47.0,87.0
2016-02-21 06:00:00,2016,2,21,6,49.0,97.0,48.0,87.0
2016-02-21 07:00:00,2016,2,21,7,43.0,97.0,50.0,87.0
2016-02-21 08:00:00,2016,2,21,8,34.0,97.0,49.0,87.0
2016-02-21 09:00:00,2016,2,21,9,36.0,97.0,48.0,87.0
2016-02-21 10:00:00,2016,2,21,10,36.0,97.0,45.0,87.0
2016-02-21 11:00:00,2016,2,21,11,42.0,96.0,44.0,87.0
2016-02-21 12:00:00,2016,2,21,12,50.0,96.0,43.0,87.0
2016-02-21 13:00:00,2016,2,21,13,49.0,96.0,42.0,87.0
2016-02-21 14:00:00,2016,2,21,14,49.0,95.0,42.0,87.0
2016-02-21 15:00:00,2016,2,21,15,46.0,95.0,43.0,87.0
2016-02-21 16:00:00,2016,2,21,16,44.0,95.0,44.0,87.0
2016-02-21 17:00:00,2016,2,21,17,39.0,88.0,44.0,87.0
2016-02-21 18:00:00,2016,2,21,18,33.0,66.0,44.0,84.0
2016-02-21 19:00:00,2016,2,21,19,51.0,60.0,45.0,80.0
2016-02-21 20:00:00,2016,2,21,20,44.0,60.0,44.0,75.0
2016-02-21 21:00:00,2016,2,21,21,24.0,60.0,41.0,69.0
2016-02-21 22:00:00,2016,2,21,22,13.0,60.0,37.0,63.0
2016-02-21 23:00:00,2016,2,21,23,12.0,60.0,32.0,56.0
2016-02-22 00:00:00,2016,2,22,0,17.0,60.0,29.0,53.0
2016-02-22 01:00:00,2016,2,22,1,16.0,60.0,26.0,52.0
2016-02-22 02:00:00,2016,2,22,2,15.0,60.0,24.0,52.0
2016-02-22 03:00:00,2016,2,22,3,15.0,59.0,19.0,52.0
2016-02-22 04:00:00,2016,2,22,4,21.0,57.0,17.0,52.0
2016-02-22 05:00:00,2016,2,22,5,23.0,56.0,17.0,52.0
2016-02-22 06:00:00,2016,2,22,6,20.0,55.0,18.0,52.0
2016-02-22 07:00:00,2016,2,22,7,15.0,55.0,18.0,51.0
2016-02-22 08:00:00,2016,2,22,8,11.0,55.0,17.0,50.0
2016-02-22 09:00:00,2016,2,22,9,14.0,55.0,17.0,48.0
2016-02-22 10:00:00,2016,2,22,10,21.0,55.0,18.0,47.0
2016-02-22 11:00:00,2016,2,22,11,34.0,55.0,20.0,47.0
2016-02-22 12:00:00,2016,2,22,12,49.0,57.0,23.0,46.0
2016-02-22 13:00:00,2016,2,22,13,67.0,68.0,29.0,46.0
2016-02-22 14:00:00,2016,2,22,14,75.0,76.0,36.0,46.0
2016-02-22 15:00:00,2016,2,22,15,86.0,86.0,45.0,49.0
2016-02-22 16:00:00,2016,2,22,16,101.0,101.0,56.0,56.0
2016-02-22 17:00:00,2016,2,22,17,90.0,102.0,65.0,65.0
2016-02-22 18:00:00,2016,2,22,18,77.0,102.0,72.0,72.0
2016-02-22 19:00:00,2016,2,22,19,48.0,102.0,74.0,74.0
2016-02-22 20:00:00,2016,2,22,20,28.0,102.0,71.0,74.0
2016-02-22 21:00:00,2016,2,22,21,16.0,102.0,65.0,74.0
2016-02-22 22:00:00,2016,2,22,22,17.0,102.0,58.0,74.0
2016-02-22 23:00:00,2016,2,22,23,15.0,102.0,49.0,74.0
2016-02-23 00:00:00,2016,2,23,0,12.0,102.0,37.0,74.0
2016-02-23 01:00:00,2016,2,23,1,10.0,102.0,27.0,74.0
2016-02-23 02:00:00,2016,2,23,2,10.0,102.0,19.0,74.0
2016-02-23 03:00:00,2016,2,23,3,12.0,102.0,15.0,74.0
2016-02-23 04:00:00,2016,2,23,4,11.0,102.0,13.0,74.0
2016-02-23 05:00:00,2016,2,23,5,16.0,102.0,12.0,74.0
2016-02-23 06:00:00,2016,2,23,6,21.0,102.0,13.0,74.0
2016-02-23 07:00:00,2016,2,23,7,22.0,102.0,14.0,74.0
2016-02-23 08:00:00,2016,2,23,8,27.0,102.0,16.0,74.0
2016-02-23 09:00:00,2016,2,23,9,40.0,102.0,20.0,74.0
2016-02-23 10:00:00,2016,2,23,10,53.0,102.0,25.0,74.0
2016-02-23 11:00:00,2016,2,23,11,66.0,102.0,32.0,74.0
2016-02-23 12:00:00,2016,2,23,12,69.0,102.0,39.0,74.0
2016-02-23 13:00:00,2016,2,23,13,78.0,104.0,47.0,75.0
2016-02-23 14:00:00,2016,2,23,14,89.0,106.0,55.0,75.0
2016-02-23 15:00:00,2016,2,23,15,94.0,109.0,65.0,76.0
2016-02-23 16:00:00,2016,2,23,16,96.0,101.0,73.0,77.0
2016-02-23 17:00:00,2016,2,23,17,96.0,101.0,80.0,81.0
2016-02-23 18:00:00,2016,2,23,18,90.0,101.0,85.0,85.0
2016-02-23 19:00:00,2016,2,23,19,80.0,101.0,87.0,87.0
2016-02-23 20:00:00,2016,2,23,20,67.0,101.0,86.0,87.0
2016-02-23 21:00:00,2016,2,23,21,52.0,101.0,83.0,87.0
2016-02-23 22:00:00,2016,2,23,22,44.0,101.0,78.0,87.0
2016-02-23 23:00:00,2016,2,23,23,35.0,101.0,70.0,87.0
2016-02-24 00:00:00,2016,2,24,0,31.0,101.0,62.0,87.0
2016-02-24 01:00:00,2016,2,24,1,23.0,101.0,53.0,87.0
2016-02-24 02:00:00,2016,2,24,2,23.0,101.0,44.0,87.0
2016-02-24 03:00:00,2016,2,24,3,24.0,101.0,37.0,87.0
2016-02-24 04:00:00,2016,2,24,4,22.0,101.0,32.0,87.0
2016-02-24 05:00:00,2016,2,24,5,23.0,101.0,28.0,87.0
2016-02-24 06:00:00,2016,2,24,6,23.0,101.0,25.0,87.0
2016-02-24 07:00:00,2016,2,24,7,17.0,101.0,23.0,87.0
2016-02-24 08:00:00,2016,2,24,8,15.0,101.0,21.0,87.0
2016-02-24 09:00:00,2016,2,24,9,19.0,101.0,21.0,87.0
2016-02-24 10:00:00,2016,2,24,10,32.0,101.0,22.0,87.0
2016-02-24 11:00:00,2016,2,24,11,43.0,101.0,24.0,87.0
2016-02-24 12:00:00,2016,2,24,12,55.0,101.0,28.0,87.0
2016-02-24 13:00:00,2016,2,24,13,69.0,101.0,34.0,87.0
2016-02-24 14:00:00,2016,2,24,14,83.0,100.0,42.0,87.0
2016-02-24 15:00:00,2016,2,24,15,90.0,98.0,51.0,87.0
2016-02-24 16:00:00,2016,2,24,16,93.0,98.0,60.0,87.0
2016-02-24 17:00:00,2016,2,24,17,96.0,98.0,70.0,87.0
2016-02-24 18:00:00,2016,2,24,18,84.0,97.0,77.0,87.0
2016-02-24 19:00:00,2016,2,24,19,63.0,97.0,79.0,87.0
2016-02-24 20:00:00,2016,2,24,20,54.0,97.0,79.0,85.0
2016-02-24 21:00:00,2016,2,24,21,42.0,97.0,76.0,82.0
2016-02-24 22:00:00,2016,2,24,22,30.0,97.0,69.0,81.0
2016-02-24 23:00:00,2016,2,24,23,23.0,97.0,61.0,80.0
2016-02-25 00:00:00,2016,2,25,0,16.0,97.0,51.0,80.0
2016-02-25 01:00:00,2016,2,25,1,12.0,97.0,41.0,80.0
2016-02-25 02:00:00,2016,2,25,2,8.0,97.0,31.0,80.0
2016-02-25 03:00:00,2016,2,25,3,8.0,97.0,24.0,80.0
2016-02-25 05:00:00,2016,2,25,5,8.0,97.0,14.0,80.0
2016-02-25 06:00:00,2016,2,25,6,8.0,97.0,11.0,80.0
2016-02-25 07:00:00,2016,2,25,7,8.0,97.0,10.0,80.0
2016-02-25 08:00:00,2016,2,25,8,9.0,97.0,8.0,80.0
2016-02-25 09:00:00,2016,2,25,9,11.0,97.0,8.0,80.0
2016-02-25 10:00:00,2016,2,25,10,19.0,97.0,10.0,80.0
2016-02-25 11:00:00,2016,2,25,11,35.0,97.0,13.0,80.0
2016-02-25 12:00:00,2016,2,25,12,52.0,97.0,19.0,80.0
2016-02-25 13:00:00,2016,2,25,13,66.0,97.0,26.0,80.0
2016-02-25 14:00:00,2016,2,25,14,78.0,98.0,35.0,80.0
2016-02-25 15:00:00,2016,2,25,15,82.0,98.0,44.0,80.0
