datetime,year,month,day,hour,O3,O3_24h,O3_8h,O3_8h_24h
2015-01-02 00:00:00,2015,1,2,0,40.0,103.0,43.0,86.0
2015-01-02 01:00:00,2015,1,2,1,11.0,47.0,11.0,36.0
2015-01-02 02:00:00,2015,1,2,2,10.0,47.0,11.0,36.0
2015-01-02 03:00:00,2015,1,2,3,13.0,47.0,11.0,36.0
2015-01-02 04:00:00,2015,1,2,4,15.0,47.0,11.0,36.0
2015-01-02 05:00:00,2015,1,2,5,12.0,47.0,11.0,36.0
2015-01-02 06:00:00,2015,1,2,6,14.0,47.0,11.0,36.0
2015-01-02 07:00:00,2015,1,2,7,13.0,47.0,12.0,36.0
2015-01-02 08:00:00,2015,1,2,8,14.0,47.0,12.0,36.0
2015-01-02 09:00:00,2015,1,2,9,16.0,47.0,13.0,36.0
2015-01-02 10:00:00,2015,1,2,10,18.0,47.0,14.0,36.0
2015-01-02 11:00:00,2015,1,2,11,24.0,46.0,16.0,36.0
2015-01-02 12:00:00,2015,1,2,12,29.0,47.0,17.0,36.0
2015-01-02 13:00:00,2015,1,2,13,33.0,47.0,20.0,36.0
2015-01-02 14:00:00,2015,1,2,14,35.0,46.0,23.0,36.0
2015-01-02 15:00:00,2015,1,2,15,33.0,45.0,25.0,36.0
2015-01-02 16:00:00,2015,1,2,16,34.0,40.0,28.0,36.0
2015-01-02 17:00:00,2015,1,2,17,31.0,36.0,30.0,36.0
2015-01-02 18:00:00,2015,1,2,18,24.0,36.0,30.0,34.0
2015-01-02 19:00:00,2015,1,2,19,22.0,36.0,30.0,33.0
2015-01-02 20:00:00,2015,1,2,20,21.0,36.0,29.0,31.0
2015-01-02 21:00:00,2015,1,2,21,17.0,36.0,27.0,31.0
2015-01-02 22:00:00,2015,1,2,22,12.0,36.0,24.0,31.0
2015-01-02 23:00:00,2015,1,2,23,11.0,36.0,21.0,31.0
2015-01-03 00:00:00,2015,1,3,0,10.0,36.0,19.0,31.0
2015-01-03 01:00:00,2015,1,3,1,10.0,36.0,16.0,31.0
2015-01-03 02:00:00,2015,1,3,2,10.0,36.0,14.0,31.0
2015-01-03 03:00:00,2015,1,3,3,10.0,36.0,13.0,31.0
2015-01-03 04:00:00,2015,1,3,4,10.0,36.0,12.0,31.0
2015-01-03 05:00:00,2015,1,3,5,10.0,36.0,11.0,31.0
2015-01-03 06:00:00,2015,1,3,6,10.0,36.0,10.0,31.0
2015-01-03 07:00:00,2015,1,3,7,11.0,36.0,10.0,31.0
2015-01-03 08:00:00,2015,1,3,8,12.0,36.0,10.0,31.0
2015-01-03 09:00:00,2015,1,3,9,12.0,37.0,11.0,32.0
2015-01-03 10:00:00,2015,1,3,10,14.0,37.0,12.0,32.0
2015-01-03 11:00:00,2015,1,3,11,17.0,37.0,12.0,32.0
2015-01-03 12:00:00,2015,1,3,12,21.0,36.0,13.0,31.0
2015-01-03 13:00:00,2015,1,3,13,26.0,36.0,15.0,31.0
2015-01-03 14:00:00,2015,1,3,14,29.0,35.0,18.0,30.0
2015-01-03 15:00:00,2015,1,3,15,34.0,39.0,20.0,31.0
2015-01-03 16:00:00,2015,1,3,16,32.0,39.0,23.0,31.0
2015-01-03 17:00:00,2015,1,3,17,22.0,36.0,25.0,31.0
2015-01-03 18:00:00,2015,1,3,18,15.0,36.0,25.0,31.0
2015-01-03 19:00:00,2015,1,3,19,11.0,36.0,24.0,30.0
2015-01-03 20:00:00,2015,1,3,20,11.0,36.0,22.0,29.0
2015-01-03 21:00:00,2015,1,3,21,11.0,36.0,21.0,27.0
2015-01-03 22:00:00,2015,1,3,22,10.0,36.0,18.0,26.0
2015-01-03 23:00:00,2015,1,3,23,10.0,36.0,15.0,25.0
2015-01-04 00:00:00,2015,1,4,0,10.0,36.0,13.0,25.0
2015-01-04 12:00:00,2015,1,4,12,12.0,36.0,12.0,25.0
2015-01-04 13:00:00,2015,1,4,13,15.0,36.0,11.0,25.0
2015-01-04 14:00:00,2015,1,4,14,23.0,36.0,13.0,25.0
2015-01-04 15:00:00,2015,1,4,15,38.0,44.0,16.0,25.0
2015-01-04 16:00:00,2015,1,4,16,48.0,49.0,21.0,27.0
2015-01-04 17:00:00,2015,1,4,17,45.0,50.0,25.0,29.0
2015-01-04 19:00:00,2015,1,4,19,21.0,50.0,30.0,30.0
2015-01-04 20:00:00,2015,1,4,20,13.0,50.0,29.0,30.0
2015-01-04 21:00:00,2015,1,4,21,13.0,50.0,29.0,30.0
2015-01-04 22:00:00,2015,1,4,22,12.0,50.0,28.0,30.0
2015-01-04 23:00:00,2015,1,4,23,12.0,50.0,24.0,30.0
2015-01-05 00:00:00,2015,1,5,0,11.0,50.0,20.0,30.0
2015-01-05 01:00:00,2015,1,5,1,11.0,50.0,16.0,30.0
2015-01-05 02:00:00,2015,1,5,2,11.0,50.0,13.0,30.0
2015-01-05 03:00:00,2015,1,5,3,13.0,50.0,12.0,30.0
2015-01-05 04:00:00,2015,1,5,4,12.0,50.0,12.0,30.0
2015-01-05 05:00:00,2015,1,5,5,11.0,50.0,12.0,30.0
2015-01-05 06:00:00,2015,1,5,6,11.0,50.0,11.0,30.0
2015-01-05 07:00:00,2015,1,5,7,10.0,50.0,11.0,30.0
2015-01-05 08:00:00,2015,1,5,8,10.0,50.0,11.0,30.0
2015-01-05 09:00:00,2015,1,5,9,10.0,50.0,11.0,30.0
2015-01-05 10:00:00,2015,1,5,10,14.0,50.0,11.0,30.0
2015-01-05 11:00:00,2015,1,5,11,16.0,50.0,12.0,30.0
2015-01-05 12:00:00,2015,1,5,12,17.0,50.0,12.0,30.0
2015-01-05 13:00:00,2015,1,5,13,16.0,50.0,13.0,30.0
2015-01-05 14:00:00,2015,1,5,14,17.0,50.0,14.0,30.0
2015-01-05 17:00:00,2015,1,5,17,15.0,35.0,16.0,31.0
2015-01-05 18:00:00,2015,1,5,18,16.0,25.0,16.0,32.0
2015-01-05 19:00:00,2015,1,5,19,17.0,22.0,16.0,32.0
2015-01-05 20:00:00,2015,1,5,20,17.0,22.0,16.0,32.0
2015-01-05 21:00:00,2015,1,5,21,17.0,22.0,17.0,31.0
2015-01-05 22:00:00,2015,1,5,22,21.0,24.0,17.0,28.0
2015-01-05 23:00:00,2015,1,5,23,24.0,26.0,18.0,25.0
2015-01-06 00:00:00,2015,1,6,0,23.0,26.0,19.0,22.0
2015-01-06 01:00:00,2015,1,6,1,25.0,27.0,20.0,21.0
2015-01-06 02:00:00,2015,1,6,2,30.0,31.0,22.0,22.0
2015-01-06 03:00:00,2015,1,6,3,34.0,35.0,24.0,24.0
2015-01-06 04:00:00,2015,1,6,4,37.0,38.0,27.0,27.0
2015-01-06 05:00:00,2015,1,6,5,40.0,41.0,29.0,30.0
2015-01-06 06:00:00,2015,1,6,6,40.0,42.0,32.0,32.0
2015-01-06 07:00:00,2015,1,6,7,39.0,42.0,34.0,34.0
2015-01-06 08:00:00,2015,1,6,8,35.0,42.0,35.0,36.0
2015-01-06 09:00:00,2015,1,6,9,35.0,42.0,36.0,37.0
2015-01-06 11:00:00,2015,1,6,11,42.0,45.0,38.0,39.0
2015-01-06 13:00:00,2015,1,6,13,43.0,50.0,39.0,41.0
2015-01-06 14:00:00,2015,1,6,14,45.0,52.0,40.0,42.0
2015-01-06 15:00:00,2015,1,6,15,41.0,52.0,40.0,42.0
2015-01-06 16:00:00,2015,1,6,16,37.0,52.0,40.0,43.0
2015-01-06 17:00:00,2015,1,6,17,31.0,52.0,40.0,43.0
2015-01-06 18:00:00,2015,1,6,18,20.0,52.0,38.0,43.0
2015-01-06 19:00:00,2015,1,6,19,18.0,52.0,35.0,43.0
2015-01-06 20:00:00,2015,1,6,20,19.0,52.0,32.0,43.0
2015-01-06 21:00:00,2015,1,6,21,18.0,52.0,29.0,43.0
2015-01-06 22:00:00,2015,1,6,22,16.0,52.0,25.0,43.0
2015-01-06 23:00:00,2015,1,6,23,16.0,52.0,22.0,43.0
2015-01-07 00:00:00,2015,1,7,0,17.0,52.0,19.0,43.0
2015-01-07 01:00:00,2015,1,7,1,18.0,52.0,18.0,43.0
2015-01-07 02:00:00,2015,1,7,2,17.0,52.0,17.0,43.0
2015-01-07 03:00:00,2015,1,7,3,18.0,52.0,17.0,43.0
2015-01-07 04:00:00,2015,1,7,4,17.0,52.0,17.0,43.0
2015-01-07 05:00:00,2015,1,7,5,17.0,52.0,17.0,43.0
2015-01-07 06:00:00,2015,1,7,6,17.0,52.0,17.0,43.0
2015-01-07 07:00:00,2015,1,7,7,16.0,51.0,17.0,43.0
2015-01-07 08:00:00,2015,1,7,8,11.0,50.0,16.0,43.0
2015-01-07 09:00:00,2015,1,7,9,12.0,50.0,16.0,42.0
2015-01-07 10:00:00,2015,1,7,10,13.0,50.0,15.0,42.0
2015-01-07 11:00:00,2015,1,7,11,16.0,52.0,16.0,42.0
2015-01-07 12:00:00,2015,1,7,12,32.0,55.0,18.0,42.0
2015-01-07 13:00:00,2015,1,7,13,32.0,55.0,19.0,42.0
2015-01-07 14:00:00,2015,1,7,14,36.0,51.0,21.0,42.0
2015-01-07 15:00:00,2015,1,7,15,32.0,48.0,23.0,42.0
2015-01-07 16:00:00,2015,1,7,16,28.0,45.0,25.0,41.0
2015-01-07 17:00:00,2015,1,7,17,25.0,45.0,27.0,39.0
2015-01-07 18:00:00,2015,1,7,18,21.0,45.0,28.0,36.0
2015-01-07 19:00:00,2015,1,7,19,20.0,45.0,28.0,33.0
2015-01-07 20:00:00,2015,1,7,20,20.0,45.0,26.0,31.0
2015-01-07 21:00:00,2015,1,7,21,19.0,45.0,25.0,29.0
2015-01-07 22:00:00,2015,1,7,22,19.0,45.0,23.0,29.0
2015-01-07 23:00:00,2015,1,7,23,13.0,45.0,21.0,29.0
2015-01-08 00:00:00,2015,1,8,0,12.0,45.0,19.0,29.0
2015-01-08 01:00:00,2015,1,8,1,13.0,45.0,17.0,29.0
2015-01-08 02:00:00,2015,1,8,2,13.0,45.0,16.0,29.0
2015-01-08 03:00:00,2015,1,8,3,12.0,45.0,15.0,29.0
2015-01-08 04:00:00,2015,1,8,4,12.0,46.0,14.0,29.0
2015-01-08 05:00:00,2015,1,8,5,13.0,46.0,13.0,29.0
2015-01-08 06:00:00,2015,1,8,6,15.0,46.0,13.0,29.0
2015-01-08 07:00:00,2015,1,8,7,15.0,46.0,13.0,30.0
2015-01-08 08:00:00,2015,1,8,8,15.0,46.0,14.0,30.0
2015-01-08 09:00:00,2015,1,8,9,15.0,46.0,14.0,30.0
2015-01-08 10:00:00,2015,1,8,10,14.0,46.0,14.0,30.0
2015-01-08 11:00:00,2015,1,8,11,26.0,47.0,15.0,30.0
2015-01-08 12:00:00,2015,1,8,12,26.0,39.0,17.0,30.0
2015-01-08 13:00:00,2015,1,8,13,48.0,55.0,22.0,30.0
2015-01-08 14:00:00,2015,1,8,14,54.0,61.0,27.0,32.0
2015-01-08 15:00:00,2015,1,8,15,56.0,62.0,32.0,36.0
2015-01-08 16:00:00,2015,1,8,16,50.0,62.0,36.0,40.0
2015-01-08 17:00:00,2015,1,8,17,37.0,62.0,39.0,42.0
2015-01-08 19:00:00,2015,1,8,19,22.0,62.0,40.0,43.0
2015-01-08 20:00:00,2015,1,8,20,21.0,62.0,39.0,43.0
2015-01-08 23:00:00,2015,1,8,23,24.0,62.0,28.0,42.0
2015-01-09 00:00:00,2015,1,9,0,28.0,62.0,25.0,43.0
2015-01-09 01:00:00,2015,1,9,1,32.0,62.0,25.0,43.0
2015-01-09 02:00:00,2015,1,9,2,31.0,63.0,25.0,44.0
2015-01-09 03:00:00,2015,1,9,3,31.0,63.0,26.0,44.0
2015-01-09 04:00:00,2015,1,9,4,28.0,63.0,27.0,44.0
2015-01-09 05:00:00,2015,1,9,5,26.0,63.0,28.0,45.0
2015-01-09 06:00:00,2015,1,9,6,24.0,63.0,28.0,45.0
2015-01-09 07:00:00,2015,1,9,7,23.0,63.0,28.0,45.0
2015-01-09 08:00:00,2015,1,9,8,22.0,63.0,27.0,45.0
2015-01-09 09:00:00,2015,1,9,9,22.0,63.0,26.0,45.0
2015-01-09 10:00:00,2015,1,9,10,26.0,63.0,25.0,45.0
2015-01-09 11:00:00,2015,1,9,11,48.0,75.0,28.0,45.0
2015-01-09 12:00:00,2015,1,9,12,41.0,75.0,29.0,45.0
2015-01-09 13:00:00,2015,1,9,13,45.0,72.0,31.0,45.0
2015-01-09 14:00:00,2015,1,9,14,52.0,72.0,35.0,46.0
2015-01-09 15:00:00,2015,1,9,15,54.0,72.0,39.0,46.0
2015-01-09 16:00:00,2015,1,9,16,52.0,70.0,43.0,47.0
2015-01-09 17:00:00,2015,1,9,17,42.0,70.0,45.0,48.0
2015-01-09 18:00:00,2015,1,9,18,27.0,70.0,45.0,48.0
2015-01-09 19:00:00,2015,1,9,19,23.0,70.0,42.0,48.0
2015-01-09 21:00:00,2015,1,9,21,24.0,70.0,37.0,46.0
2015-01-09 22:00:00,2015,1,9,22,22.0,70.0,34.0,46.0
2015-01-09 23:00:00,2015,1,9,23,22.0,70.0,30.0,46.0
2015-01-10 00:00:00,2015,1,10,0,21.0,70.0,26.0,46.0
2015-01-10 01:00:00,2015,1,10,1,21.0,70.0,23.0,46.0
2015-01-10 02:00:00,2015,1,10,2,21.0,70.0,23.0,47.0
2015-01-10 03:00:00,2015,1,10,3,18.0,70.0,22.0,47.0
2015-01-10 04:00:00,2015,1,10,4,20.0,70.0,21.0,47.0
2015-01-10 05:00:00,2015,1,10,5,16.0,70.0,20.0,47.0
2015-01-10 06:00:00,2015,1,10,6,18.0,70.0,19.0,47.0
2015-01-10 07:00:00,2015,1,10,7,19.0,70.0,18.0,47.0
2015-01-10 08:00:00,2015,1,10,8,19.0,70.0,18.0,47.0
2015-01-10 09:00:00,2015,1,10,9,16.0,71.0,17.0,47.0
2015-01-10 10:00:00,2015,1,10,10,18.0,71.0,17.0,47.0
2015-01-10 11:00:00,2015,1,10,11,23.0,58.0,17.0,47.0
2015-01-10 12:00:00,2015,1,10,12,30.0,58.0,19.0,47.0
2015-01-10 13:00:00,2015,1,10,13,35.0,58.0,21.0,47.0
2015-01-10 14:00:00,2015,1,10,14,43.0,56.0,24.0,47.0
2015-01-10 15:00:00,2015,1,10,15,46.0,55.0,28.0,47.0
2015-01-10 16:00:00,2015,1,10,16,41.0,52.0,31.0,47.0
2015-01-10 17:00:00,2015,1,10,17,31.0,50.0,33.0,47.0
2015-01-10 18:00:00,2015,1,10,18,23.0,50.0,34.0,43.0
2015-01-10 19:00:00,2015,1,10,19,21.0,50.0,34.0,41.0
2015-01-10 20:00:00,2015,1,10,20,24.0,50.0,33.0,39.0
2015-01-10 21:00:00,2015,1,10,21,23.0,50.0,31.0,37.0
2015-01-10 22:00:00,2015,1,10,22,20.0,50.0,28.0,36.0
2015-01-10 23:00:00,2015,1,10,23,20.0,50.0,24.0,35.0
2015-01-11 00:00:00,2015,1,11,0,17.0,50.0,21.0,35.0
2015-01-11 01:00:00,2015,1,11,1,20.0,50.0,19.0,35.0
2015-01-11 02:00:00,2015,1,11,2,20.0,50.0,21.0,35.0
2015-01-11 03:00:00,2015,1,11,3,19.0,50.0,21.0,35.0
2015-01-11 04:00:00,2015,1,11,4,17.0,50.0,20.0,35.0
2015-01-11 06:00:00,2015,1,11,6,20.0,50.0,19.0,35.0
2015-01-11 07:00:00,2015,1,11,7,22.0,50.0,19.0,35.0
2015-01-11 08:00:00,2015,1,11,8,18.0,50.0,20.0,35.0
2015-01-11 09:00:00,2015,1,11,9,18.0,50.0,20.0,35.0
2015-01-11 10:00:00,2015,1,11,10,21.0,50.0,18.0,35.0
2015-01-11 11:00:00,2015,1,11,11,28.0,50.0,19.0,35.0
2015-01-11 12:00:00,2015,1,11,12,38.0,51.0,22.0,35.0
2015-01-11 13:00:00,2015,1,11,13,54.0,55.0,27.0,35.0
2015-01-11 14:00:00,2015,1,11,14,64.0,64.0,32.0,36.0
2015-01-11 15:00:00,2015,1,11,15,67.0,67.0,38.0,39.0
2015-01-11 16:00:00,2015,1,11,16,59.0,67.0,44.0,44.0
2015-01-11 17:00:00,2015,1,11,17,44.0,67.0,47.0,47.0
2015-01-11 18:00:00,2015,1,11,18,37.0,67.0,49.0,49.0
2015-01-11 19:00:00,2015,1,11,19,40.0,67.0,50.0,50.0
2015-01-11 20:00:00,2015,1,11,20,45.0,67.0,51.0,51.0
2015-01-11 21:00:00,2015,1,11,21,44.0,67.0,50.0,51.0
2015-01-11 22:00:00,2015,1,11,22,35.0,67.0,46.0,51.0
2015-01-11 23:00:00,2015,1,11,23,36.0,67.0,43.0,51.0
2015-01-12 00:00:00,2015,1,12,0,35.0,67.0,40.0,51.0
2015-01-12 01:00:00,2015,1,12,1,35.0,67.0,38.0,51.0
2015-01-12 02:00:00,2015,1,12,2,33.0,67.0,38.0,51.0
2015-01-12 03:00:00,2015,1,12,3,24.0,67.0,36.0,51.0
2015-01-12 04:00:00,2015,1,12,4,17.0,67.0,32.0,51.0
2015-01-12 05:00:00,2015,1,12,5,14.0,67.0,29.0,51.0
2015-01-12 06:00:00,2015,1,12,6,14.0,67.0,26.0,51.0
2015-01-12 07:00:00,2015,1,12,7,15.0,67.0,23.0,51.0
2015-01-12 08:00:00,2015,1,12,8,15.0,67.0,20.0,51.0
2015-01-12 09:00:00,2015,1,12,9,12.0,67.0,18.0,51.0
2015-01-12 10:00:00,2015,1,12,10,13.0,67.0,15.0,51.0
2015-01-12 11:00:00,2015,1,12,11,17.0,61.0,14.0,47.0
2015-01-12 13:00:00,2015,1,12,13,31.0,63.0,17.0,48.0
2015-01-12 14:00:00,2015,1,12,14,37.0,64.0,20.0,49.0
2015-01-12 15:00:00,2015,1,12,15,40.0,57.0,24.0,49.0
2015-01-12 16:00:00,2015,1,12,16,42.0,51.0,27.0,49.0
2015-01-12 17:00:00,2015,1,12,17,42.0,52.0,31.0,49.0
2015-01-12 18:00:00,2015,1,12,18,31.0,51.0,33.0,49.0
2015-01-12 22:00:00,2015,1,12,22,12.0,44.0,26.0,42.0
2015-01-12 23:00:00,2015,1,12,23,12.0,42.0,23.0,41.0
2015-01-13 00:00:00,2015,1,13,0,12.0,44.0,19.0,39.0
2015-01-13 01:00:00,2015,1,13,1,12.0,44.0,15.0,38.0
2015-01-13 02:00:00,2015,1,13,2,13.0,44.0,13.0,37.0
2015-01-13 03:00:00,2015,1,13,3,12.0,44.0,13.0,35.0
2015-01-13 04:00:00,2015,1,13,4,12.0,44.0,12.0,34.0
2015-01-13 05:00:00,2015,1,13,5,13.0,44.0,12.0,34.0
2015-01-13 06:00:00,2015,1,13,6,13.0,44.0,12.0,34.0
2015-01-13 07:00:00,2015,1,13,7,12.0,44.0,12.0,33.0
2015-01-13 08:00:00,2015,1,13,8,11.0,44.0,12.0,33.0
2015-01-13 09:00:00,2015,1,13,9,11.0,44.0,12.0,33.0
2015-01-13 10:00:00,2015,1,13,10,12.0,44.0,12.0,33.0
2015-01-13 11:00:00,2015,1,13,11,22.0,44.0,12.0,33.0
2015-01-13 12:00:00,2015,1,13,12,31.0,49.0,15.0,33.0
2015-01-13 13:00:00,2015,1,13,13,26.0,49.0,16.0,33.0
2015-01-13 14:00:00,2015,1,13,14,33.0,49.0,19.0,33.0
2015-01-13 15:00:00,2015,1,13,15,34.0,50.0,22.0,33.0
2015-01-13 16:00:00,2015,1,13,16,34.0,49.0,25.0,33.0
2015-01-13 17:00:00,2015,1,13,17,34.0,47.0,28.0,33.0
2015-01-13 18:00:00,2015,1,13,18,26.0,47.0,30.0,33.0
2015-01-13 19:00:00,2015,1,13,19,20.0,47.0,30.0,33.0
2015-01-13 20:00:00,2015,1,13,20,18.0,47.0,28.0,32.0
2015-01-13 21:00:00,2015,1,13,21,16.0,47.0,27.0,31.0
2015-01-13 22:00:00,2015,1,13,22,16.0,47.0,25.0,31.0
2015-01-13 23:00:00,2015,1,13,23,16.0,47.0,23.0,31.0
2015-01-14 00:00:00,2015,1,14,0,13.0,47.0,20.0,31.0
2015-01-14 01:00:00,2015,1,14,1,13.0,47.0,17.0,31.0
2015-01-14 02:00:00,2015,1,14,2,14.0,47.0,16.0,31.0
2015-01-14 03:00:00,2015,1,14,3,14.0,47.0,15.0,31.0
2015-01-14 04:00:00,2015,1,14,4,14.0,47.0,15.0,31.0
2015-01-14 05:00:00,2015,1,14,5,13.0,47.0,14.0,31.0
2015-01-14 06:00:00,2015,1,14,6,13.0,47.0,14.0,31.0
2015-01-14 07:00:00,2015,1,14,7,13.0,47.0,14.0,31.0
2015-01-14 08:00:00,2015,1,14,8,14.0,47.0,14.0,31.0
2015-01-14 09:00:00,2015,1,14,9,16.0,47.0,14.0,31.0
2015-01-14 10:00:00,2015,1,14,10,16.0,47.0,14.0,31.0
2015-01-14 12:00:00,2015,1,14,12,27.0,48.0,18.0,32.0
2015-01-14 13:00:00,2015,1,14,13,32.0,48.0,20.0,32.0
2015-01-14 14:00:00,2015,1,14,14,33.0,48.0,23.0,32.0
2015-01-14 15:00:00,2015,1,14,15,35.0,49.0,26.0,33.0
2015-01-14 16:00:00,2015,1,14,16,43.0,56.0,29.0,34.0
2015-01-14 17:00:00,2015,1,14,17,28.0,55.0,31.0,34.0
2015-01-14 18:00:00,2015,1,14,18,19.0,55.0,31.0,34.0
2015-01-14 19:00:00,2015,1,14,19,14.0,55.0,29.0,33.0
2015-01-14 20:00:00,2015,1,14,20,13.0,55.0,27.0,32.0
2015-01-14 21:00:00,2015,1,14,21,13.0,55.0,25.0,32.0
2015-01-14 22:00:00,2015,1,14,22,12.0,55.0,22.0,31.0
2015-01-14 23:00:00,2015,1,14,23,13.0,55.0,19.0,31.0
2015-01-15 00:00:00,2015,1,15,0,14.0,55.0,16.0,31.0
2015-01-15 01:00:00,2015,1,15,1,13.0,55.0,14.0,31.0
2015-01-15 02:00:00,2015,1,15,2,12.0,55.0,13.0,31.0
2015-01-15 03:00:00,2015,1,15,3,12.0,55.0,13.0,31.0
2015-01-15 04:00:00,2015,1,15,4,11.0,55.0,13.0,31.0
2015-01-15 05:00:00,2015,1,15,5,12.0,55.0,12.0,31.0
2015-01-15 06:00:00,2015,1,15,6,12.0,55.0,12.0,31.0
2015-01-15 07:00:00,2015,1,15,7,11.0,55.0,12.0,31.0
2015-01-15 08:00:00,2015,1,15,8,12.0,55.0,12.0,31.0
2015-01-15 09:00:00,2015,1,15,9,13.0,55.0,12.0,31.0
2015-01-15 10:00:00,2015,1,15,10,13.0,55.0,12.0,31.0
2015-01-15 11:00:00,2015,1,15,11,15.0,45.0,12.0,31.0
2015-01-15 13:00:00,2015,1,15,13,17.0,54.0,15.0,31.0
2015-01-15 14:00:00,2015,1,15,14,18.0,54.0,16.0,31.0
2015-01-15 15:00:00,2015,1,15,15,23.0,53.0,17.0,31.0
2015-01-15 16:00:00,2015,1,15,16,24.0,40.0,19.0,31.0
2015-01-15 17:00:00,2015,1,15,17,20.0,36.0,19.0,31.0
2015-01-15 18:00:00,2015,1,15,18,15.0,36.0,20.0,30.0
2015-01-15 19:00:00,2015,1,15,19,13.0,36.0,20.0,28.0
2015-01-15 20:00:00,2015,1,15,20,13.0,36.0,18.0,26.0
2015-01-15 21:00:00,2015,1,15,21,13.0,36.0,17.0,24.0
2015-01-15 22:00:00,2015,1,15,22,13.0,36.0,16.0,22.0
2015-01-15 23:00:00,2015,1,15,23,14.0,36.0,16.0,20.0
2015-01-16 00:00:00,2015,1,16,0,16.0,36.0,15.0,20.0
2015-01-16 01:00:00,2015,1,16,1,19.0,36.0,14.0,20.0
2015-01-16 02:00:00,2015,1,16,2,22.0,38.0,15.0,20.0
2015-01-16 03:00:00,2015,1,16,3,24.0,40.0,17.0,21.0
2015-01-16 04:00:00,2015,1,16,4,27.0,41.0,18.0,21.0
2015-01-16 05:00:00,2015,1,16,5,26.0,42.0,20.0,23.0
2015-01-16 06:00:00,2015,1,16,6,26.0,43.0,22.0,24.0
2015-01-16 07:00:00,2015,1,16,7,23.0,43.0,23.0,25.0
2015-01-16 08:00:00,2015,1,16,8,21.0,43.0,23.0,25.0
2015-01-16 09:00:00,2015,1,16,9,28.0,43.0,25.0,26.0
2015-01-16 10:00:00,2015,1,16,10,35.0,47.0,26.0,28.0
2015-01-16 11:00:00,2015,1,16,11,46.0,54.0,29.0,30.0
2015-01-16 12:00:00,2015,1,16,12,54.0,54.0,32.0,33.0
2015-01-16 13:00:00,2015,1,16,13,59.0,60.0,36.0,37.0
2015-01-16 14:00:00,2015,1,16,14,63.0,63.0,41.0,42.0
2015-01-16 15:00:00,2015,1,16,15,77.0,79.0,48.0,49.0
2015-01-16 17:00:00,2015,1,16,17,55.0,81.0,56.0,57.0
2015-01-16 18:00:00,2015,1,16,18,33.0,79.0,56.0,57.0
2015-01-16 19:00:00,2015,1,16,19,32.0,79.0,53.0,57.0
2015-01-16 21:00:00,2015,1,16,21,24.0,79.0,45.0,57.0
2015-01-16 22:00:00,2015,1,16,22,35.0,79.0,41.0,57.0
2015-01-16 23:00:00,2015,1,16,23,37.0,79.0,36.0,57.0
2015-01-17 00:00:00,2015,1,17,0,32.0,79.0,33.0,57.0
2015-01-17 01:00:00,2015,1,17,1,29.0,79.0,30.0,57.0
2015-01-17 02:00:00,2015,1,17,2,25.0,79.0,29.0,58.0
2015-01-17 03:00:00,2015,1,17,3,24.0,79.0,29.0,58.0
2015-01-17 04:00:00,2015,1,17,4,24.0,79.0,29.0,59.0
2015-01-17 05:00:00,2015,1,17,5,23.0,79.0,29.0,59.0
2015-01-17 06:00:00,2015,1,17,6,23.0,79.0,27.0,59.0
2015-01-17 07:00:00,2015,1,17,7,22.0,79.0,25.0,59.0
2015-01-17 08:00:00,2015,1,17,8,21.0,79.0,24.0,59.0
2015-01-17 09:00:00,2015,1,17,9,23.0,79.0,23.0,59.0
2015-01-17 10:00:00,2015,1,17,10,28.0,79.0,24.0,59.0
2015-01-17 11:00:00,2015,1,17,11,36.0,79.0,25.0,59.0
2015-01-17 12:00:00,2015,1,17,12,48.0,80.0,29.0,59.0
2015-01-17 13:00:00,2015,1,17,13,72.0,81.0,35.0,59.0
2015-01-17 14:00:00,2015,1,17,14,65.0,83.0,40.0,59.0
2015-01-17 15:00:00,2015,1,17,15,67.0,80.0,46.0,60.0
2015-01-17 16:00:00,2015,1,17,16,63.0,79.0,51.0,61.0
2015-01-17 17:00:00,2015,1,17,17,61.0,78.0,56.0,62.0
2015-01-17 18:00:00,2015,1,17,18,53.0,78.0,59.0,62.0
2015-01-17 19:00:00,2015,1,17,19,43.0,78.0,60.0,61.0
2015-01-17 20:00:00,2015,1,17,20,35.0,78.0,58.0,61.0
2015-01-17 21:00:00,2015,1,17,21,29.0,78.0,52.0,61.0
2015-01-17 22:00:00,2015,1,17,22,26.0,78.0,47.0,61.0
2015-01-17 23:00:00,2015,1,17,23,23.0,78.0,42.0,61.0
2015-01-18 03:00:00,2015,1,18,3,37.0,78.0,30.0,61.0
2015-01-18 04:00:00,2015,1,18,4,38.0,79.0,31.0,61.0
2015-01-18 05:00:00,2015,1,18,5,36.0,79.0,31.0,61.0
2015-01-18 06:00:00,2015,1,18,6,37.0,79.0,33.0,61.0
2015-01-18 07:00:00,2015,1,18,7,33.0,79.0,34.0,61.0
2015-01-18 08:00:00,2015,1,18,8,28.0,79.0,34.0,61.0
2015-01-18 09:00:00,2015,1,18,9,31.0,79.0,35.0,61.0
2015-01-18 10:00:00,2015,1,18,10,36.0,79.0,35.0,61.0
2015-01-18 11:00:00,2015,1,18,11,46.0,79.0,36.0,61.0
2015-01-18 12:00:00,2015,1,18,12,54.0,79.0,38.0,61.0
2015-01-18 13:00:00,2015,1,18,13,64.0,74.0,41.0,61.0
2015-01-18 14:00:00,2015,1,18,14,69.0,76.0,45.0,61.0
