date,hour,O3,O3_24h,O3_8h,O3_8h_24h
20150306,16,73.0,75.0,53.0,60.0
20150306,17,70.0,76.0,59.0,61.0
20150306,18,66.0,76.0,64.0,65.0
20150306,19,60.0,76.0,66.0,66.0
20150306,20,54.0,76.0,66.0,67.0
20150306,21,51.0,76.0,65.0,67.0
20150306,22,48.0,76.0,62.0,67.0
20150306,23,46.0,76.0,59.0,67.0
20150307,0,47.0,76.0,55.0,66.0
20150307,1,43.0,76.0,52.0,66.0
20150307,2,38.0,76.0,49.0,66.0
20150307,3,29.0,76.0,44.0,66.0
20150307,4,22.0,76.0,41.0,66.0
20150307,5,17.0,76.0,36.0,66.0
20150307,6,16.0,76.0,32.0,66.0
20150307,7,15.0,76.0,28.0,66.0
20150307,8,13.0,76.0,24.0,66.0
20150307,9,15.0,76.0,20.0,66.0
20150307,10,21.0,76.0,18.0,66.0
20150307,11,35.0,76.0,19.0,66.0
20150307,12,43.0,76.0,22.0,66.0
20150307,13,53.0,76.0,26.0,66.0
20150307,14,67.0,75.0,33.0,66.0
20150307,15,73.0,76.0,40.0,66.0
20150307,16,80.0,81.0,48.0,66.0
20150307,17,76.0,81.0,56.0,66.0
20150307,19,68.0,81.0,66.0,69.0
20150307,20,56.0,81.0,68.0,69.0
20150307,21,49.0,81.0,67.0,69.0
20150307,22,46.0,81.0,65.0,69.0
20150307,23,46.0,81.0,61.0,69.0
20150308,0,45.0,81.0,57.0,69.0
20150308,1,45.0,81.0,53.0,69.0
20150308,2,48.0,81.0,50.0,69.0
20150308,3,46.0,81.0,48.0,69.0
20150308,4,47.0,81.0,47.0,69.0
20150308,5,42.0,81.0,46.0,69.0
20150308,6,39.0,81.0,45.0,69.0
20150308,7,31.0,81.0,43.0,68.0
20150308,8,23.0,81.0,40.0,68.0
20150308,9,21.0,81.0,37.0,68.0
20150308,10,22.0,81.0,34.0,68.0
20150308,11,25.0,81.0,31.0,68.0
20150308,12,28.0,81.0,29.0,68.0
20150308,13,37.0,81.0,28.0,68.0
20150308,14,51.0,81.0,29.0,68.0
20150308,15,59.0,80.0,33.0,68.0
20150308,16,55.0,78.0,37.0,68.0
20150308,17,54.0,74.0,41.0,68.0
20150308,18,42.0,70.0,44.0,68.0
20150308,19,26.0,62.0,44.0,68.0
20150308,20,14.0,61.0,42.0,67.0
20150308,22,19.0,61.0,35.0,62.0
20150308,23,27.0,63.0,33.0,60.0
20150309,0,26.0,63.0,29.0,56.0
20150309,1,25.0,63.0,25.0,53.0
20150309,2,25.0,63.0,23.0,51.0
20150309,3,25.0,63.0,22.0,50.0
20150309,4,24.0,63.0,23.0,49.0
20150309,5,26.0,63.0,25.0,48.0
20150309,6,26.0,63.0,25.0,47.0
20150309,7,25.0,63.0,25.0,46.0
20150309,8,26.0,63.0,25.0,46.0
20150309,9,33.0,63.0,26.0,46.0
20150309,10,43.0,63.0,28.0,46.0
20150309,11,51.0,63.0,32.0,46.0
20150309,12,59.0,62.0,38.0,47.0
20150309,13,64.0,64.0,43.0,48.0
20150309,14,65.0,66.0,47.0,49.0
20150309,15,62.0,65.0,51.0,51.0
20150309,16,60.0,65.0,55.0,55.0
20150309,17,58.0,65.0,58.0,58.0
20150309,18,56.0,65.0,60.0,60.0
20150309,19,52.0,65.0,60.0,60.0
20150309,20,50.0,65.0,58.0,60.0
20150309,21,46.0,61.0,53.0,57.0
20150309,22,43.0,61.0,51.0,57.0
20150309,23,45.0,61.0,49.0,57.0
20150310,0,44.0,61.0,48.0,57.0
20150310,1,47.0,61.0,47.0,57.0
20150310,2,44.0,61.0,45.0,57.0
20150310,3,37.0,61.0,44.0,57.0
20150310,4,31.0,61.0,42.0,57.0
20150310,5,26.0,61.0,39.0,57.0
20150310,6,22.0,61.0,37.0,57.0
20150310,7,17.0,61.0,33.0,57.0
20150310,8,16.0,61.0,30.0,57.0
20150310,9,21.0,61.0,27.0,57.0
20150310,10,29.0,61.0,25.0,57.0
20150310,11,40.0,61.0,25.0,57.0
20150310,12,48.0,62.0,27.0,57.0
20150310,13,58.0,64.0,31.0,57.0
20150310,14,64.0,65.0,37.0,57.0
20150310,15,66.0,67.0,43.0,57.0
20150310,16,63.0,68.0,49.0,58.0
20150310,17,63.0,68.0,54.0,59.0
20150310,18,58.0,67.0,58.0,60.0
20150310,19,49.0,67.0,59.0,61.0
20150310,21,32.0,67.0,55.0,60.0
20150310,22,31.0,67.0,51.0,60.0
20150310,23,26.0,68.0,45.0,59.0
20150311,0,22.0,68.0,40.0,59.0
20150311,1,20.0,67.0,35.0,59.0
20150311,2,18.0,67.0,30.0,59.0
20150311,3,17.0,67.0,26.0,59.0
20150311,4,14.0,67.0,22.0,59.0
20150311,5,13.0,67.0,20.0,59.0
20150311,6,13.0,67.0,17.0,59.0
20150311,7,14.0,67.0,16.0,59.0
20150311,8,18.0,67.0,16.0,59.0
20150311,9,26.0,67.0,16.0,59.0
20150311,10,37.0,67.0,19.0,59.0
20150311,11,51.0,72.0,23.0,59.0
20150311,12,62.0,73.0,29.0,59.0
20150311,13,73.0,75.0,37.0,60.0
20150311,14,82.0,82.0,45.0,61.0
20150311,15,84.0,89.0,54.0,63.0
20150311,16,87.0,93.0,65.0,66.0
20150311,17,76.0,93.0,71.0,71.0
20150311,18,61.0,90.0,71.0,73.0
20150311,19,40.0,90.0,69.0,73.0
20150311,20,35.0,90.0,64.0,73.0
20150311,21,29.0,90.0,59.0,72.0
20150312,10,23.0,90.0,13.0,71.0
20150312,11,35.0,90.0,16.0,71.0
20150312,12,42.0,90.0,20.0,71.0
20150312,13,54.0,90.0,25.0,71.0
20150312,14,51.0,86.0,31.0,71.0
20150312,15,61.0,80.0,38.0,71.0
20150312,16,70.0,75.0,42.0,71.0
20150312,17,75.0,78.0,49.0,71.0
20150312,18,70.0,77.0,55.0,69.0
20150312,19,57.0,77.0,59.0,66.0
20150312,20,46.0,77.0,60.0,64.0
20150312,21,44.0,77.0,59.0,64.0
20150312,22,33.0,77.0,57.0,63.0
20150312,23,23.0,77.0,52.0,62.0
20150313,0,12.0,78.0,46.0,62.0
20150313,1,10.0,78.0,38.0,62.0
20150313,2,11.0,78.0,30.0,62.0
20150313,3,16.0,78.0,25.0,62.0
20150313,4,17.0,78.0,21.0,62.0
20150313,5,18.0,77.0,16.0,61.0
20150313,6,18.0,77.0,14.0,61.0
20150313,7,21.0,77.0,14.0,61.0
20150313,8,20.0,77.0,15.0,61.0
20150313,9,21.0,77.0,15.0,61.0
20150313,10,30.0,77.0,18.0,61.0
20150313,11,49.0,77.0,23.0,61.0
20150313,12,66.0,79.0,29.0,62.0
20150313,13,78.0,82.0,36.0,62.0
20150313,14,89.0,89.0,46.0,63.0
20150313,15,99.0,99.0,56.0,64.0
20150313,16,104.0,104.0,67.0,68.0
20150313,17,106.0,108.0,78.0,78.0
20150313,18,98.0,108.0,86.0,86.0
20150313,19,89.0,108.0,91.0,91.0
20150313,20,81.0,108.0,93.0,93.0
20150313,21,71.0,108.0,92.0,93.0
20150313,22,65.0,113.0,92.0,97.0
20150313,23,51.0,113.0,86.0,97.0
20150314,0,43.0,113.0,78.0,97.0
20150314,1,39.0,116.0,71.0,100.0
20150314,2,34.0,116.0,62.0,100.0
20150314,3,34.0,111.0,55.0,95.0
20150314,4,34.0,116.0,48.0,100.0
20150314,5,29.0,116.0,42.0,100.0
20150314,6,26.0,111.0,36.0,95.0
20150314,7,19.0,116.0,32.0,100.0
20150314,8,14.0,116.0,29.0,100.0
20150314,9,15.0,116.0,26.0,100.0
20150314,10,24.0,116.0,24.0,100.0
20150314,11,39.0,116.0,25.0,100.0
20150314,12,59.0,111.0,30.0,95.0
20150314,13,71.0,111.0,35.0,95.0
20150314,14,77.0,111.0,42.0,95.0
20150314,15,81.0,111.0,50.0,95.0
20150314,16,81.0,109.0,57.0,95.0
20150314,17,72.0,100.0,64.0,95.0
20150314,18,64.0,90.0,68.0,93.0
20150314,19,54.0,86.0,70.0,93.0
20150314,20,39.0,83.0,67.0,92.0
20150314,21,30.0,83.0,61.0,89.0
20150314,22,31.0,83.0,56.0,83.0
20150314,23,34.0,83.0,50.0,77.0
20150315,0,38.0,83.0,45.0,73.0
20150315,1,29.0,83.0,40.0,72.0
20150315,2,20.0,83.0,34.0,71.0
20150315,3,19.0,83.0,30.0,71.0
20150315,4,16.0,83.0,26.0,71.0
20150315,5,13.0,83.0,24.0,70.0
20150315,6,14.0,83.0,21.0,70.0
20150315,7,13.0,83.0,18.0,70.0
20150315,8,10.0,83.0,15.0,70.0
20150315,9,12.0,83.0,12.0,70.0
20150315,10,15.0,83.0,11.0,70.0
20150315,11,20.0,83.0,12.0,70.0
20150315,12,34.0,83.0,15.0,70.0
20150315,13,44.0,83.0,19.0,70.0
20150315,14,47.0,83.0,24.0,70.0
20150315,15,48.0,80.0,28.0,70.0
20150315,16,59.0,74.0,35.0,70.0
20150315,17,58.0,68.0,41.0,70.0
20150315,19,48.0,61.0,49.0,67.0
20150315,20,31.0,61.0,48.0,61.0
20150315,21,26.0,61.0,46.0,57.0
20150315,22,21.0,61.0,43.0,52.0
20150315,23,17.0,61.0,39.0,50.0
20150316,0,17.0,61.0,34.0,49.0
20150316,1,15.0,61.0,29.0,49.0
20150316,2,18.0,61.0,24.0,49.0
20150316,3,22.0,61.0,21.0,49.0
20150316,4,31.0,61.0,21.0,49.0
20150316,5,34.0,61.0,22.0,49.0
20150316,6,32.0,61.0,23.0,49.0
20150316,7,25.0,61.0,24.0,49.0
20150316,8,20.0,61.0,24.0,49.0
20150316,9,23.0,61.0,25.0,49.0
20150316,10,26.0,61.0,27.0,49.0
20150316,11,37.0,61.0,29.0,49.0
20150316,12,47.0,61.0,31.0,49.0
20150316,14,59.0,67.0,37.0,49.0
20150316,15,67.0,75.0,42.0,49.0
20150316,16,74.0,78.0,49.0,51.0
20150316,17,71.0,80.0,55.0,56.0
20150316,18,66.0,80.0,60.0,60.0
20150316,19,60.0,80.0,63.0,63.0
20150316,21,41.0,80.0,61.0,64.0
20150316,22,36.0,80.0,59.0,64.0
20150316,23,33.0,80.0,54.0,64.0
20150317,0,26.0,80.0,48.0,64.0
20150317,1,23.0,80.0,42.0,64.0
20150317,2,24.0,80.0,37.0,64.0
20150317,3,19.0,80.0,32.0,64.0
20150317,4,14.0,80.0,27.0,64.0
20150317,5,15.0,80.0,23.0,64.0
20150317,6,17.0,80.0,21.0,64.0
20150317,7,20.0,80.0,20.0,64.0
20150317,8,14.0,80.0,18.0,64.0
20150317,9,11.0,80.0,17.0,64.0
20150317,10,12.0,80.0,15.0,64.0
20150317,11,13.0,80.0,14.0,64.0
20150317,12,15.0,80.0,14.0,64.0
20150317,13,14.0,76.0,15.0,64.0
20150317,14,15.0,76.0,14.0,64.0
20150317,15,14.0,76.0,13.0,64.0
20150317,16,13.0,73.0,14.0,64.0
20150317,17,16.0,69.0,14.0,64.0
20150317,18,28.0,64.0,16.0,64.0
20150317,19,51.0,55.0,21.0,64.0
20150317,20,58.0,60.0,26.0,61.0
20150317,21,64.0,65.0,32.0,59.0
20150317,22,71.0,72.0,40.0,57.0
20150317,23,68.0,69.0,45.0,51.0
20150318,0,63.0,69.0,52.0,54.0
20150318,1,58.0,69.0,57.0,59.0
20150318,2,53.0,69.0,60.0,61.0
20150318,3,48.0,69.0,60.0,61.0
20150318,4,42.0,69.0,58.0,61.0
20150318,5,37.0,69.0,55.0,61.0
20150318,6,32.0,69.0,50.0,61.0
20150318,7,29.0,69.0,45.0,61.0
20150318,8,25.0,69.0,41.0,61.0
20150318,9,33.0,69.0,37.0,61.0
20150318,10,41.0,69.0,36.0,61.0
20150318,11,37.0,69.0,34.0,61.0
20150318,12,49.0,73.0,35.0,61.0
20150318,13,52.0,73.0,37.0,61.0
20150318,14,52.0,73.0,40.0,61.0
20150318,16,62.0,76.0,48.0,61.0
20150318,17,61.0,77.0,52.0,61.0
20150318,18,54.0,77.0,53.0,62.0
20150318,19,40.0,77.0,54.0,62.0
20150318,20,28.0,77.0,51.0,62.0
20150318,21,22.0,77.0,47.0,62.0
20150318,22,14.0,77.0,43.0,62.0
20150318,23,13.0,75.0,37.0,62.0
20150319,0,12.0,73.0,30.0,62.0
20150319,1,11.0,72.0,24.0,62.0
20150319,2,9.0,72.0,18.0,62.0
20150319,3,10.0,72.0,14.0,60.0
20150319,4,12.0,72.0,12.0,59.0
20150319,5,14.0,72.0,12.0,57.0
20150319,6,14.0,72.0,12.0,56.0
20150319,7,12.0,72.0,11.0,55.0
20150319,8,11.0,72.0,11.0,55.0
20150319,9,11.0,72.0,11.0,55.0
20150319,10,13.0,72.0,11.0,55.0
20150319,11,17.0,72.0,12.0,55.0
20150319,12,23.0,72.0,14.0,55.0
20150319,13,34.0,65.0,16.0,55.0
20150319,14,42.0,65.0,20.0,55.0
20150319,15,30.0,64.0,22.0,55.0
20150319,16,18.0,61.0,23.0,55.0
20150319,17,14.0,54.0,24.0,55.0
20150319,18,11.0,48.0,24.0,54.0
20150319,19,9.0,45.0,22.0,51.0
20150319,20,9.0,43.0,21.0,47.0
20150319,21,7.0,43.0,17.0,43.0
20150319,22,7.0,43.0,13.0,37.0
20150320,0,9.0,43.0,9.0,28.0
20150320,1,9.0,43.0,8.0,26.0
20150320,2,7.0,43.0,8.0,25.0
20150320,3,7.0,43.0,7.0,25.0
20150320,4,7.0,43.0,7.0,25.0
20150320,5,7.0,43.0,7.0,25.0
20150320,6,7.0,43.0,7.0,25.0
20150320,7,7.0,43.0,7.0,25.0
20150320,8,9.0,43.0,7.0,25.0
20150320,9,12.0,43.0,8.0,25.0
20150320,10,16.0,43.0,9.0,25.0
20150320,11,30.0,43.0,11.0,25.0
20150320,12,46.0,46.0,16.0,25.0
20150320,13,57.0,55.0,21.0,27.0
20150320,14,65.0,60.0,28.0,30.0
20150320,15,74.0,67.0,35.0,36.0
20150320,16,75.0,77.0,47.0,47.0
20150320,17,72.0,78.0,55.0,55.0
20150320,18,56.0,73.0,57.0,57.0
20150320,19,26.0,73.0,56.0,57.0
20150320,20,12.0,73.0,52.0,57.0
20150320,21,8.0,73.0,46.0,57.0
20150320,22,7.0,73.0,39.0,57.0
20150320,23,7.0,73.0,31.0,57.0
20150321,0,8.0,73.0,24.0,57.0
20150321,1,8.0,73.0,16.0,57.0
20150321,2,10.0,73.0,11.0,57.0
20150321,3,19.0,73.0,9.0,57.0
20150321,4,30.0,73.0,12.0,57.0
20150321,5,31.0,73.0,15.0,57.0
20150321,6,22.0,73.0,17.0,57.0
20150321,7,18.0,73.0,18.0,57.0
20150321,8,20.0,73.0,20.0,57.0
20150321,9,31.0,73.0,23.0,57.0
20150321,10,47.0,73.0,27.0,57.0
20150321,11,61.0,74.0,32.0,57.0
20150321,12,74.0,78.0,38.0,57.0
20150321,13,92.0,92.0,46.0,57.0
20150321,14,96.0,96.0,55.0,58.0
20150321,15,95.0,97.0,64.0,64.0
20150321,16,93.0,97.0,73.0,73.0
20150321,17,87.0,98.0,80.0,80.0
20150321,18,79.0,98.0,85.0,85.0
20150321,19,75.0,98.0,86.0,86.0
20150321,20,62.0,98.0,85.0,87.0
20150321,21,49.0,98.0,79.0,87.0
20150321,22,44.0,98.0,73.0,87.0
20150321,23,42.0,98.0,66.0,87.0
20150322,0,41.0,98.0,60.0,87.0
20150322,1,39.0,98.0,54.0,87.0
20150322,2,37.0,98.0,49.0,87.0
20150322,3,27.0,98.0,43.0,87.0
20150322,4,23.0,98.0,38.0,87.0
20150322,5,12.0,98.0,33.0,87.0
20150322,6,11.0,98.0,29.0,87.0
20150322,7,12.0,98.0,25.0,87.0
20150322,8,16.0,98.0,22.0,87.0
20150322,9,22.0,98.0,20.0,87.0
20150322,10,27.0,98.0,18.0,87.0
20150322,11,36.0,98.0,19.0,87.0
20150322,12,66.0,106.0,25.0,87.0
20150322,13,83.0,107.0,35.0,87.0
20150322,14,104.0,115.0,48.0,89.0
20150322,15,77.0,113.0,56.0,90.0
20150322,16,70.0,111.0,63.0,91.0
20150322,17,68.0,110.0,69.0,92.0
20150322,18,46.0,109.0,69.0,92.0
20150322,19,35.0,109.0,68.0,91.0
20150322,20,46.0,108.0,64.0,86.0
20150322,21,47.0,107.0,59.0,80.0
20150322,22,44.0,107.0,52.0,77.0
20150322,23,38.0,108.0,47.0,74.0
20150323,0,38.0,108.0,43.0,74.0
20150323,1,50.0,108.0,41.0,74.0
20150323,2,41.0,108.0,41.0,73.0
20150323,3,32.0,108.0,41.0,73.0
20150323,4,39.0,108.0,41.0,73.0
20150323,5,43.0,108.0,41.0,74.0
20150323,6,47.0,108.0,41.0,74.0
20150323,7,34.0,108.0,41.0,74.0
20150323,8,26.0,108.0,39.0,74.0
20150323,9,29.0,108.0,36.0,74.0
20150323,10,29.0,108.0,35.0,74.0
20150323,11,30.0,108.0,35.0,74.0
20150323,12,36.0,108.0,34.0,74.0
20150323,13,34.0,108.0,33.0,74.0
20150323,14,38.0,82.0,32.0,74.0
20150323,15,43.0,77.0,33.0,74.0
20150323,16,42.0,75.0,35.0,74.0
20150323,17,54.0,74.0,38.0,75.0
20150323,18,41.0,73.0,40.0,74.0
20150323,19,31.0,73.0,40.0,71.0
20150323,20,20.0,73.0,38.0,67.0
20150323,21,17.0,73.0,35.0,60.0
20150323,22,12.0,72.0,32.0,55.0
20150323,23,11.0,72.0,28.0,51.0
20150324,0,10.0,72.0,24.0,49.0
20150324,1,10.0,67.0,19.0,48.0
20150324,2,10.0,67.0,15.0,48.0
20150324,3,10.0,67.0,12.0,48.0
20150324,4,11.0,67.0,11.0,47.0
20150324,5,10.0,66.0,11.0,47.0
20150324,6,10.0,61.0,11.0,47.0
20150324,7,10.0,61.0,10.0,46.0
20150324,8,11.0,61.0,10.0,44.0
20150324,9,15.0,61.0,11.0,43.0
20150324,10,27.0,61.0,13.0,43.0
20150324,11,44.0,66.0,17.0,42.0
20150324,12,54.0,73.0,22.0,42.0
20150324,13,69.0,84.0,30.0,43.0
20150324,14,87.0,100.0,39.0,45.0
20150324,15,99.0,111.0,51.0,53.0
20150324,16,107.0,118.0,63.0,64.0
20150324,18,89.0,107.0,81.0,82.0
20150324,19,77.0,107.0,85.0,86.0
20150324,20,64.0,107.0,86.0,87.0
20150324,21,45.0,107.0,83.0,87.0
20150324,22,46.0,107.0,78.0,87.0
20150324,23,44.0,107.0,71.0,87.0
20150325,0,46.0,107.0,64.0,87.0
20150325,1,50.0,107.0,58.0,87.0
20150325,2,53.0,107.0,53.0,87.0
20150325,3,51.0,107.0,50.0,87.0
20150325,4,46.0,107.0,48.0,87.0
20150325,5,41.0,107.0,47.0,87.0
20150325,6,34.0,107.0,46.0,87.0
20150325,7,30.0,107.0,44.0,87.0
20150325,8,22.0,107.0,41.0,87.0
20150325,9,18.0,107.0,37.0,87.0
20150325,10,23.0,106.0,34.0,86.0
20150325,11,34.0,106.0,32.0,86.0
20150325,12,56.0,106.0,33.0,86.0
20150325,13,58.0,106.0,35.0,86.0
20150325,14,69.0,106.0,39.0,86.0
20150325,15,78.0,108.0,45.0,87.0
20150325,16,61.0,101.0,50.0,87.0
20150325,17,50.0,91.0,56.0,87.0
20150325,18,43.0,84.0,57.0,87.0
20150325,19,34.0,79.0,56.0,87.0
20150325,20,39.0,78.0,54.0,83.0
20150325,21,63.0,79.0,55.0,78.0
20150325,22,66.0,81.0,54.0,72.0
20150325,23,55.0,81.0,52.0,65.0
20150326,0,61.0,81.0,52.0,61.0
20150326,1,58.0,81.0,52.0,59.0
20150326,2,57.0,81.0,54.0,59.0
20150326,3,65.0,81.0,58.0,61.0
20150326,4,70.0,83.0,62.0,63.0
20150326,5,71.0,84.0,63.0,64.0
20150326,6,76.0,86.0,64.0,66.0
20150326,7,75.0,86.0,67.0,68.0
20150326,8,67.0,86.0,67.0,69.0
20150326,9,61.0,86.0,68.0,70.0
20150326,10,61.0,86.0,68.0,70.0
20150326,11,65.0,86.0,68.0,71.0
20150326,12,68.0,86.0,68.0,71.0
20150326,13,75.0,87.0,69.0,72.0
20150326,14,77.0,88.0,69.0,72.0
20150326,15,80.0,85.0,69.0,72.0
20150326,16,82.0,87.0,71.0,73.0
20150326,17,82.0,89.0,74.0,75.0
20150326,18,82.0,91.0,76.0,77.0
20150326,19,62.0,91.0,76.0,78.0
20150326,20,33.0,91.0,71.0,78.0
20150326,21,17.0,91.0,64.0,78.0
20150326,22,12.0,90.0,56.0,78.0
20150326,23,11.0,90.0,47.0,78.0
20150327,0,10.0,90.0,38.0,78.0
20150327,1,10.0,90.0,29.0,78.0
20150327,2,9.0,90.0,20.0,78.0
20150327,3,10.0,90.0,14.0,78.0
20150327,4,10.0,90.0,11.0,78.0
20150327,5,11.0,90.0,10.0,78.0
20150327,6,10.0,90.0,10.0,78.0
20150327,7,11.0,90.0,9.0,78.0
20150327,8,12.0,89.0,10.0,78.0
20150327,9,19.0,89.0,11.0,78.0
20150327,10,43.0,89.0,15.0,78.0
20150327,11,81.0,92.0,22.0,81.0
20150327,12,107.0,107.0,35.0,80.0
20150327,13,124.0,125.0,49.0,80.0
20150327,14,123.0,124.0,63.0,77.0
20150327,15,120.0,126.0,77.0,79.0
20150327,16,119.0,127.0,90.0,90.0
20150327,17,122.0,132.0,107.0,107.0
20150327,18,115.0,132.0,116.0,116.0
20150327,20,81.0,128.0,112.0,115.0
20150327,21,68.0,128.0,105.0,115.0
20150327,22,59.0,128.0,97.0,115.0
20150327,23,43.0,128.0,87.0,115.0
20150328,0,27.0,128.0,76.0,115.0
20150328,1,27.0,128.0,65.0,115.0
20150328,2,24.0,128.0,54.0,115.0
20150328,3,27.0,128.0,44.0,115.0
20150328,5,46.0,128.0,37.0,115.0
20150328,6,52.0,128.0,36.0,115.0
20150328,7,45.0,128.0,36.0,115.0
20150328,8,44.0,128.0,38.0,115.0
20150328,9,50.0,128.0,41.0,115.0
20150328,10,66.0,128.0,46.0,115.0
20150328,11,80.0,128.0,53.0,115.0
20150328,13,110.0,128.0,68.0,115.0
20150328,14,117.0,126.0,76.0,115.0
20150328,15,120.0,126.0,85.0,115.0
20150328,17,121.0,128.0,104.0,115.0
20150328,18,113.0,128.0,110.0,115.0
20150328,19,68.0,127.0,108.0,113.0
20150328,20,37.0,127.0,101.0,111.0
20150328,21,35.0,127.0,92.0,110.0
20150328,22,27.0,127.0,80.0,110.0
20150328,23,18.0,127.0,67.0,110.0
20150329,0,25.0,127.0,55.0,110.0
20150329,1,25.0,127.0,42.0,110.0
20150329,2,19.0,127.0,30.0,110.0
20150329,3,15.0,127.0,23.0,110.0
20150329,4,16.0,127.0,23.0,110.0
20150329,5,15.0,127.0,20.0,110.0
20150329,6,15.0,127.0,18.0,110.0
20150329,7,14.0,127.0,18.0,110.0
20150329,8,15.0,127.0,17.0,110.0
20150329,9,24.0,127.0,15.0,110.0
20150329,10,40.0,127.0,18.0,110.0
20150329,11,88.0,127.0,28.0,110.0
20150329,12,130.0,134.0,42.0,110.0
20150329,14,155.0,155.0,76.0,110.0
20150329,15,155.0,156.0,95.0,109.0
20150329,16,156.0,158.0,112.0,114.0
20150329,18,147.0,159.0,140.0,140.0
20150329,19,131.0,159.0,146.0,147.0
20150329,20,101.0,159.0,142.0,147.0
20150329,21,89.0,159.0,135.0,147.0
20150329,22,95.0,159.0,126.0,147.0
20150329,23,96.0,159.0,120.0,147.0
20150330,0,96.0,159.0,113.0,147.0
20150330,1,89.0,159.0,106.0,147.0
20150330,2,81.0,159.0,97.0,147.0
20150330,3,82.0,159.0,91.0,147.0
20150330,4,74.0,159.0,88.0,147.0
20150330,5,58.0,159.0,84.0,147.0
20150330,6,40.0,159.0,77.0,147.0
20150330,7,27.0,159.0,68.0,147.0
20150330,8,23.0,159.0,59.0,147.0
20150330,9,33.0,159.0,52.0,147.0
20150330,10,59.0,159.0,49.0,147.0
20150330,11,90.0,159.0,51.0,147.0
20150330,12,117.0,159.0,56.0,147.0
20150330,13,125.0,161.0,64.0,147.0
20150330,14,124.0,159.0,75.0,147.0
20150330,15,113.0,159.0,85.0,147.0
20150330,16,107.0,155.0,96.0,147.0
20150330,17,101.0,150.0,104.0,148.0
20150330,18,92.0,137.0,109.0,148.0
20150330,19,84.0,128.0,108.0,145.0
20150330,20,77.0,128.0,103.0,138.0
20150330,21,72.0,128.0,96.0,130.0
20150330,22,65.0,128.0,89.0,124.0
20150330,23,53.0,128.0,81.0,118.0
20150331,0,37.0,128.0,73.0,112.0
20150331,1,30.0,128.0,64.0,110.0
20150331,2,21.0,128.0,55.0,109.0
20150331,3,20.0,128.0,47.0,109.0
20150331,4,16.0,128.0,39.0,109.0
20150331,5,16.0,128.0,32.0,109.0
20150331,6,17.0,128.0,26.0,109.0
20150331,7,21.0,128.0,22.0,109.0
20150331,8,23.0,128.0,20.0,109.0
20150331,9,29.0,128.0,20.0,109.0
20150331,10,29.0,128.0,21.0,109.0
20150331,11,29.0,128.0,22.0,109.0
20150331,12,28.0,128.0,24.0,109.0
20150331,13,32.0,124.0,26.0,109.0
20150331,14,34.0,113.0,28.0,109.0
20150331,15,28.0,107.0,29.0,109.0
20150331,16,37.0,101.0,31.0,109.0
20150331,17,47.0,93.0,33.0,109.0
20150331,18,30.0,84.0,33.0,108.0
20150331,19,6.0,79.0,30.0,103.0
20150331,20,9.0,72.0,28.0,96.0
20150331,21,35.0,65.0,28.0,89.0
20150331,22,45.0,55.0,30.0,81.0
20150331,23,49.0,52.0,32.0,73.0
20150401,0,45.0,52.0,33.0,64.0
20150401,1,50.0,53.0,34.0,55.0
20150401,2,64.0,64.0,38.0,47.0
20150401,3,76.0,76.0,49.0,49.0
20150401,4,79.0,82.0,57.0,57.0
20150401,5,75.0,82.0,62.0,62.0
20150401,6,81.0,84.0,66.0,66.0
20150401,7,82.0,85.0,70.0,70.0
20150401,8,77.0,86.0,74.0,74.0
20150401,9,76.0,86.0,77.0,77.0
20150401,10,75.0,86.0,78.0,78.0
20150401,11,69.0,86.0,77.0,78.0
20150401,12,69.0,86.0,76.0,79.0
20150401,13,63.0,86.0,74.0,79.0
20150401,14,63.0,86.0,72.0,79.0
20150401,16,62.0,86.0,67.0,79.0
20150401,17,64.0,86.0,66.0,79.0
20150401,18,59.0,86.0,64.0,79.0
20150401,19,53.0,86.0,62.0,79.0
20150401,20,54.0,86.0,60.0,79.0
20150401,21,57.0,86.0,59.0,79.0
20150401,22,60.0,86.0,59.0,79.0
20150401,23,58.0,86.0,58.0,79.0
20150402,0,56.0,86.0,58.0,79.0
20150402,1,53.0,86.0,56.0,79.0
20150402,2,48.0,86.0,55.0,79.0
20150402,3,56.0,86.0,55.0,79.0
20150402,4,61.0,85.0,56.0,79.0
20150402,5,57.0,84.0,56.0,79.0
20150402,6,52.0,83.0,55.0,79.0
20150402,7,44.0,79.0,53.0,79.0
20150402,8,31.0,77.0,50.0,79.0
20150402,9,27.0,76.0,47.0,79.0
20150402,10,28.0,72.0,45.0,78.0
20150402,11,28.0,70.0,41.0,76.0
20150402,12,30.0,69.0,37.0,74.0
20150402,13,45.0,69.0,36.0,72.0
20150402,14,58.0,68.0,37.0,69.0
20150402,15,58.0,64.0,36.0,62.0
20150402,16,64.0,68.0,41.0,61.0
20150402,17,59.0,69.0,45.0,60.0
20150402,18,43.0,69.0,47.0,58.0
20150402,19,21.0,69.0,46.0,56.0
20150402,20,11.0,69.0,44.0,56.0
20150402,21,8.0,69.0,39.0,56.0
20150402,22,6.0,68.0,33.0,55.0
20150402,23,5.0,68.0,27.0,55.0
20150403,0,6.0,68.0,19.0,54.0
20150403,1,6.0,68.0,13.0,53.0
20150403,2,6.0,68.0,8.0,53.0
20150403,3,6.0,68.0,6.0,53.0
20150403,4,5.0,72.0,5.0,56.0
20150403,5,5.0,72.0,5.0,56.0
20150403,6,4.0,72.0,5.0,54.0
