date,hour,stationID,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
20190601,0,1316A,71.0,,30.0,91.0,74.0,6.0,5.0,44.0,36.0,92.0,188.0,150.0,174.0,,0.8
20190601,1,1316A,73.0,38.0,31.0,95.0,75.0,6.0,5.0,41.0,35.0,84.0,188.0,84.0,84.0,0.5,0.8
20190601,2,1316A,68.0,39.0,31.0,85.0,75.0,6.0,5.0,53.0,36.0,59.0,188.0,72.0,84.0,0.7,0.8
20190601,3,1316A,77.0,35.0,32.0,103.0,76.0,9.0,5.0,56.0,36.0,52.0,188.0,65.0,84.0,0.7,0.7
20190601,4,1316A,,,,,,,,,,,,,,,
20190601,5,1316A,77.0,33.0,32.0,103.0,76.0,15.0,6.0,75.0,36.0,36.0,188.0,57.0,84.0,0.7,0.7
20190601,6,1316A,87.0,33.0,31.0,124.0,77.0,16.0,6.0,69.0,37.0,41.0,188.0,54.0,84.0,0.8,0.7
20190601,7,1316A,77.0,32.0,31.0,104.0,78.0,14.0,6.0,65.0,38.0,46.0,188.0,53.0,84.0,0.8,0.7
20190601,8,1316A,77.0,34.0,31.0,103.0,79.0,20.0,7.0,60.0,38.0,53.0,188.0,53.0,84.0,0.9,0.7
20190601,9,1316A,80.0,34.0,31.0,109.0,80.0,20.0,8.0,53.0,39.0,71.0,188.0,52.0,84.0,0.9,0.7
20190601,10,1316A,74.0,32.0,31.0,97.0,82.0,16.0,8.0,47.0,39.0,96.0,188.0,56.0,84.0,0.8,0.7
20190601,11,1316A,77.0,32.0,31.0,104.0,84.0,15.0,9.0,32.0,40.0,130.0,188.0,66.0,84.0,0.7,0.7
20190601,12,1316A,64.0,31.0,31.0,78.0,84.0,11.0,9.0,18.0,40.0,167.0,188.0,80.0,84.0,0.6,0.7
20190601,13,1316A,80.0,32.0,31.0,71.0,84.0,11.0,9.0,15.0,40.0,184.0,188.0,98.0,98.0,0.6,0.7
20190601,14,1316A,101.0,31.0,31.0,77.0,85.0,8.0,9.0,15.0,40.0,202.0,202.0,119.0,119.0,0.6,0.7
20190601,15,1316A,114.0,31.0,31.0,56.0,84.0,8.0,10.0,15.0,40.0,227.0,227.0,141.0,141.0,0.6,0.7
20190601,16,1316A,110.0,29.0,32.0,71.0,85.0,6.0,10.0,13.0,40.0,220.0,227.0,162.0,162.0,0.6,0.7
20190601,17,1316A,,,,,,,,,,,,,,,
20190601,18,1316A,80.0,29.0,32.0,87.0,88.0,5.0,10.0,15.0,40.0,184.0,227.0,191.0,191.0,0.6,0.7
20190601,19,1316A,68.0,29.0,32.0,85.0,89.0,5.0,10.0,20.0,40.0,162.0,227.0,195.0,195.0,0.6,0.7
20190601,20,1316A,67.0,30.0,32.0,83.0,91.0,5.0,10.0,26.0,39.0,146.0,227.0,192.0,195.0,0.6,0.7
20190601,21,1316A,68.0,31.0,32.0,85.0,90.0,5.0,10.0,22.0,39.0,144.0,227.0,187.0,195.0,0.6,0.7
20190601,22,1316A,71.0,31.0,32.0,92.0,90.0,7.0,10.0,20.0,37.0,146.0,227.0,180.0,195.0,0.6,0.7
20190601,23,1316A,,,,,,,,,,,,,,,
20190602,0,1316A,70.0,29.0,32.0,90.0,90.0,8.0,10.0,20.0,36.0,125.0,227.0,160.0,195.0,0.6,0.7
20190602,1,1316A,67.0,29.0,32.0,83.0,90.0,9.0,10.0,22.0,35.0,113.0,227.0,113.0,113.0,0.6,0.7
20190602,2,1316A,,,,,,,,,,,,,,,
20190602,3,1316A,,,,,,,,,,,,,,,
20190602,4,1316A,66.0,29.0,31.0,81.0,89.0,12.0,11.0,39.0,32.0,70.0,227.0,92.0,113.0,0.7,0.7
20190602,5,1316A,,,,,,,,,,,,,,,
20190602,6,1316A,,,,,,,,,,,,,,,
20190602,7,1316A,80.0,31.0,31.0,109.0,88.0,13.0,10.0,70.0,32.0,34.0,227.0,59.0,113.0,0.8,0.7
20190602,8,1316A,84.0,31.0,30.0,117.0,88.0,15.0,10.0,76.0,33.0,48.0,227.0,57.0,113.0,0.9,0.7
20190602,9,1316A,93.0,34.0,30.0,135.0,90.0,15.0,10.0,68.0,33.0,76.0,227.0,51.0,113.0,0.9,0.7
20190602,10,1316A,94.0,34.0,31.0,138.0,92.0,17.0,10.0,45.0,33.0,117.0,227.0,60.0,113.0,0.8,0.7
20190602,11,1316A,85.0,37.0,31.0,120.0,92.0,18.0,10.0,35.0,33.0,155.0,227.0,72.0,113.0,0.7,0.7
20190602,12,1316A,88.0,37.0,31.0,125.0,95.0,10.0,10.0,22.0,34.0,187.0,227.0,87.0,113.0,0.6,0.7
20190602,13,1316A,86.0,33.0,31.0,121.0,97.0,5.0,9.0,14.0,33.0,183.0,227.0,105.0,113.0,0.5,0.7
20190602,14,1316A,89.0,33.0,31.0,127.0,99.0,4.0,9.0,13.0,33.0,178.0,227.0,122.0,122.0,0.4,0.7
20190602,15,1316A,,,,,,,,,,,,,,,
20190602,16,1316A,76.0,32.0,31.0,101.0,103.0,4.0,9.0,12.0,34.0,175.0,212.0,153.0,153.0,0.4,0.6
20190602,17,1316A,82.0,31.0,32.0,113.0,105.0,4.0,9.0,16.0,34.0,168.0,187.0,166.0,166.0,0.4,0.6
20190602,18,1316A,78.0,30.0,32.0,106.0,106.0,4.0,9.0,18.0,34.0,160.0,187.0,172.0,172.0,0.4,0.6
20190602,19,1316A,94.0,32.0,32.0,138.0,108.0,3.0,9.0,18.0,34.0,153.0,187.0,172.0,172.0,0.5,0.6
20190602,20,1316A,85.0,32.0,32.0,119.0,110.0,4.0,9.0,32.0,35.0,130.0,187.0,164.0,172.0,0.5,0.6
20190602,21,1316A,83.0,31.0,32.0,116.0,112.0,4.0,9.0,27.0,35.0,118.0,187.0,155.0,172.0,0.5,0.6
20190602,22,1316A,70.0,29.0,32.0,90.0,111.0,5.0,9.0,19.0,35.0,120.0,187.0,146.0,172.0,0.4,0.6
20190602,23,1316A,63.0,28.0,32.0,75.0,110.0,6.0,9.0,19.0,34.0,109.0,187.0,142.0,172.0,0.4,0.6
20190603,0,1316A,63.0,27.0,31.0,75.0,109.0,10.0,9.0,24.0,34.0,96.0,187.0,132.0,172.0,0.5,0.6
20190603,1,1316A,59.0,27.0,31.0,67.0,108.0,16.0,9.0,27.0,35.0,87.0,187.0,87.0,87.0,0.5,0.6
20190603,2,1316A,,,,,,,,,,,,,,,
20190603,3,1316A,66.0,26.0,31.0,81.0,107.0,17.0,9.0,36.0,35.0,70.0,187.0,78.0,87.0,0.5,0.6
20190603,4,1316A,71.0,26.0,31.0,91.0,107.0,16.0,10.0,37.0,34.0,70.0,187.0,76.0,87.0,0.5,0.6
20190603,5,1316A,69.0,26.0,31.0,88.0,107.0,16.0,10.0,44.0,34.0,61.0,187.0,72.0,87.0,0.5,0.6
20190603,6,1316A,,,,,,,,,,,,,,,
20190603,7,1316A,83.0,29.0,31.0,116.0,107.0,16.0,10.0,70.0,34.0,34.0,187.0,60.0,87.0,0.7,0.6
20190603,8,1316A,92.0,29.0,30.0,133.0,108.0,18.0,10.0,70.0,33.0,38.0,187.0,57.0,87.0,0.8,0.5
20190603,9,1316A,95.0,28.0,30.0,140.0,107.0,15.0,10.0,65.0,32.0,56.0,187.0,55.0,87.0,0.7,0.5
20190603,10,1316A,89.0,29.0,30.0,127.0,106.0,13.0,10.0,61.0,33.0,66.0,187.0,54.0,87.0,0.6,0.5
20190603,11,1316A,89.0,31.0,30.0,127.0,107.0,8.0,10.0,80.0,35.0,56.0,187.0,52.0,87.0,0.7,0.5
20190603,12,1316A,,,,,,,,,,,,,,,
20190603,13,1316A,102.0,33.0,29.0,154.0,107.0,9.0,10.0,63.0,38.0,96.0,178.0,55.0,87.0,0.7,0.5
20190603,14,1316A,105.0,29.0,29.0,160.0,109.0,6.0,10.0,33.0,39.0,156.0,177.0,72.0,87.0,0.7,0.5
20190603,15,1316A,93.0,32.0,29.0,136.0,110.0,6.0,10.0,16.0,39.0,175.0,175.0,92.0,92.0,0.6,0.5
20190603,16,1316A,81.0,34.0,29.0,111.0,110.0,4.0,10.0,13.0,39.0,172.0,175.0,111.0,111.0,0.5,0.6
20190603,17,1316A,,,,,,,,,,,,,,,
20190603,18,1316A,80.0,34.0,29.0,110.0,111.0,3.0,10.0,36.0,41.0,128.0,175.0,130.0,130.0,0.6,0.6
20190603,19,1316A,89.0,30.0,29.0,127.0,110.0,3.0,10.0,28.0,41.0,117.0,175.0,141.0,141.0,0.5,0.6
20190603,20,1316A,,,,,,,,,,,,,,,
20190603,21,1316A,69.0,29.0,29.0,88.0,108.0,2.0,10.0,63.0,43.0,74.0,175.0,131.0,141.0,0.6,0.6
20190603,22,1316A,68.0,29.0,29.0,85.0,108.0,2.0,10.0,68.0,46.0,62.0,175.0,118.0,141.0,0.5,0.6
20190603,23,1316A,70.0,30.0,29.0,90.0,108.0,2.0,10.0,99.0,49.0,33.0,175.0,97.0,141.0,0.6,0.6
20190604,0,1316A,63.0,25.0,29.0,76.0,108.0,7.0,10.0,48.0,50.0,76.0,175.0,84.0,141.0,0.5,0.6
20190604,1,1316A,,,,,,,,,,,,,,,
20190604,2,1316A,,,,,,,,,,,,,,,
20190604,3,1316A,50.0,20.0,28.0,50.0,106.0,6.0,8.0,28.0,50.0,91.0,175.0,91.0,91.0,0.4,0.6
20190604,4,1316A,,,,,,,,,,,,,,,
20190604,5,1316A,56.0,20.0,28.0,62.0,103.0,9.0,8.0,48.0,50.0,67.0,175.0,83.0,91.0,0.5,0.6
20190604,6,1316A,,,,,,,,,,,,,,,
20190604,7,1316A,57.0,18.0,27.0,64.0,100.0,6.0,7.0,31.0,48.0,94.0,175.0,84.0,91.0,0.6,0.6
20190604,8,1316A,53.0,20.0,27.0,55.0,96.0,5.0,6.0,46.0,46.0,84.0,175.0,84.0,91.0,0.6,0.6
20190604,9,1316A,57.0,22.0,27.0,64.0,94.0,5.0,6.0,40.0,44.0,104.0,175.0,86.0,91.0,0.6,0.6
20190604,10,1316A,68.0,21.0,26.0,85.0,92.0,6.0,5.0,25.0,43.0,133.0,175.0,90.0,91.0,0.6,0.6
20190604,11,1316A,71.0,22.0,26.0,91.0,90.0,6.0,5.0,22.0,40.0,156.0,175.0,99.0,99.0,0.6,0.5
20190604,12,1316A,76.0,23.0,26.0,102.0,91.0,4.0,5.0,14.0,39.0,175.0,175.0,111.0,111.0,0.6,0.5
20190604,13,1316A,72.0,24.0,25.0,94.0,88.0,3.0,5.0,12.0,37.0,176.0,176.0,125.0,125.0,0.6,0.5
20190604,14,1316A,84.0,25.0,25.0,94.0,85.0,3.0,5.0,11.0,36.0,187.0,187.0,139.0,139.0,0.6,0.5
20190604,15,1316A,103.0,27.0,25.0,94.0,84.0,4.0,5.0,12.0,36.0,206.0,206.0,153.0,153.0,0.6,0.5
20190604,16,1316A,98.0,29.0,25.0,103.0,83.0,4.0,5.0,,37.0,198.0,206.0,167.0,167.0,0.7,0.5
20190604,17,1316A,110.0,29.0,25.0,100.0,83.0,,5.0,,38.0,219.0,219.0,181.0,181.0,0.6,0.6
20190604,18,1316A,93.0,30.0,24.0,115.0,83.0,,5.0,20.0,37.0,194.0,219.0,189.0,189.0,0.6,0.6
20190604,19,1316A,104.0,31.0,24.0,107.0,82.0,,5.0,24.0,37.0,208.0,219.0,195.0,195.0,,0.6
20190604,20,1316A,,,,,,,,,,,,,,,
