date,hour,stationID,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
20190401,0,1316A,87.0,50.0,36.0,124.0,107.0,18.0,10.0,66.0,38.0,47.0,132.0,88.0,114.0,0.7,0.7
20190401,1,1316A,79.0,45.0,37.0,107.0,107.0,10.0,11.0,47.0,38.0,69.0,132.0,69.0,69.0,0.6,0.7
20190401,2,1316A,69.0,41.0,37.0,87.0,106.0,7.0,11.0,33.0,38.0,81.0,132.0,75.0,75.0,0.6,0.7
20190401,3,1316A,66.0,40.0,38.0,82.0,106.0,8.0,11.0,41.0,39.0,69.0,132.0,73.0,75.0,0.7,0.7
20190401,4,1316A,73.0,39.0,38.0,95.0,105.0,9.0,11.0,47.0,39.0,62.0,132.0,70.0,75.0,0.7,0.7
20190401,5,1316A,76.0,42.0,39.0,101.0,104.0,16.0,11.0,58.0,40.0,47.0,132.0,66.0,75.0,0.7,0.7
20190401,6,1316A,78.0,43.0,39.0,106.0,104.0,14.0,12.0,77.0,41.0,29.0,132.0,60.0,75.0,0.8,0.7
20190401,7,1316A,75.0,47.0,40.0,100.0,103.0,12.0,12.0,89.0,43.0,21.0,132.0,54.0,75.0,0.8,0.7
20190401,8,1316A,99.0,60.0,41.0,148.0,105.0,14.0,12.0,96.0,45.0,13.0,132.0,49.0,75.0,0.9,0.7
20190401,9,1316A,117.0,74.0,43.0,184.0,108.0,16.0,12.0,87.0,47.0,24.0,132.0,43.0,75.0,1.0,0.7
20190401,10,1316A,117.0,79.0,45.0,183.0,111.0,15.0,12.0,82.0,48.0,40.0,132.0,38.0,75.0,1.0,0.7
20190401,11,1316A,127.0,83.0,46.0,203.0,114.0,15.0,12.0,76.0,50.0,53.0,132.0,36.0,75.0,0.9,0.7
20190401,12,1316A,107.0,65.0,47.0,163.0,115.0,15.0,12.0,45.0,50.0,86.0,132.0,39.0,75.0,0.9,0.7
20190401,13,1316A,97.0,43.0,47.0,144.0,117.0,14.0,12.0,25.0,50.0,101.0,132.0,46.0,75.0,0.9,0.7
20190401,14,1316A,88.0,40.0,47.0,126.0,118.0,10.0,12.0,18.0,50.0,113.0,132.0,56.0,75.0,0.8,0.8
20190401,15,1316A,94.0,44.0,48.0,138.0,121.0,10.0,12.0,20.0,50.0,118.0,132.0,68.0,75.0,0.8,0.8
20190401,16,1316A,103.0,46.0,48.0,155.0,125.0,11.0,12.0,23.0,51.0,123.0,128.0,82.0,82.0,0.8,0.8
20190401,17,1316A,99.0,47.0,49.0,148.0,128.0,11.0,12.0,27.0,51.0,122.0,123.0,94.0,94.0,0.8,0.8
20190401,18,1316A,92.0,45.0,50.0,133.0,131.0,10.0,12.0,34.0,51.0,114.0,123.0,104.0,104.0,0.8,0.8
20190401,19,1316A,92.0,51.0,50.0,133.0,133.0,11.0,12.0,38.0,51.0,114.0,123.0,111.0,111.0,0.8,0.8
20190401,20,1316A,89.0,44.0,50.0,127.0,132.0,9.0,12.0,45.0,51.0,91.0,123.0,112.0,112.0,0.8,0.8
20190401,21,1316A,88.0,49.0,50.0,125.0,132.0,9.0,12.0,51.0,52.0,81.0,123.0,110.0,112.0,0.8,0.8
20190401,22,1316A,87.0,47.0,50.0,123.0,132.0,8.0,12.0,56.0,52.0,68.0,123.0,104.0,112.0,0.8,0.8
20190401,23,1316A,86.0,49.0,51.0,122.0,132.0,8.0,12.0,72.0,52.0,48.0,123.0,95.0,112.0,0.9,0.8
20190402,0,1316A,103.0,52.0,51.0,155.0,133.0,10.0,11.0,112.0,54.0,10.0,123.0,81.0,112.0,0.9,0.8
20190402,1,1316A,112.0,56.0,51.0,174.0,136.0,12.0,11.0,114.0,57.0,5.0,123.0,5.0,5.0,0.9,0.8
20190402,2,1316A,110.0,62.0,52.0,169.0,139.0,13.0,12.0,113.0,60.0,4.0,123.0,4.0,5.0,0.8,0.8
20190402,3,1316A,110.0,67.0,53.0,169.0,143.0,14.0,12.0,108.0,63.0,5.0,123.0,5.0,5.0,0.9,0.8
20190402,4,1316A,160.0,122.0,57.0,184.0,146.0,14.0,12.0,103.0,65.0,5.0,123.0,5.0,5.0,0.9,0.8
20190402,5,1316A,119.0,86.0,58.0,188.0,150.0,16.0,12.0,99.0,67.0,5.0,123.0,5.0,5.0,1.0,0.9
20190402,6,1316A,128.0,97.0,61.0,182.0,153.0,16.0,12.0,96.0,68.0,5.0,123.0,5.0,5.0,1.0,0.9
20190402,7,1316A,127.0,96.0,63.0,188.0,157.0,16.0,12.0,92.0,68.0,7.0,123.0,5.0,5.0,1.0,0.9
20190402,8,1316A,125.0,95.0,64.0,185.0,158.0,16.0,12.0,85.0,68.0,14.0,123.0,6.0,6.0,1.1,0.9
20190402,9,1316A,130.0,99.0,65.0,183.0,158.0,16.0,12.0,82.0,67.0,22.0,123.0,8.0,8.0,1.2,0.9
20190402,10,1316A,139.0,106.0,66.0,195.0,159.0,16.0,12.0,83.0,67.0,26.0,123.0,11.0,11.0,1.2,0.9
20190402,11,1316A,144.0,110.0,67.0,201.0,159.0,16.0,13.0,86.0,68.0,31.0,123.0,14.0,14.0,1.2,0.9
20190402,12,1316A,147.0,112.0,69.0,196.0,160.0,18.0,13.0,80.0,69.0,44.0,123.0,19.0,19.0,1.1,0.9
20190402,13,1316A,147.0,112.0,72.0,203.0,163.0,16.0,13.0,68.0,71.0,57.0,123.0,26.0,26.0,1.0,0.9
20190402,14,1316A,145.0,111.0,75.0,185.0,165.0,14.0,13.0,60.0,73.0,76.0,123.0,35.0,35.0,1.0,0.9
20190402,15,1316A,165.0,114.0,78.0,279.0,171.0,13.0,13.0,51.0,74.0,91.0,123.0,45.0,45.0,1.0,0.9
20190402,16,1316A,158.0,120.0,81.0,213.0,173.0,12.0,13.0,46.0,75.0,109.0,122.0,57.0,57.0,1.0,1.0
20190402,17,1316A,166.0,126.0,84.0,192.0,175.0,12.0,13.0,37.0,75.0,126.0,126.0,70.0,70.0,1.0,1.0
20190402,18,1316A,169.0,128.0,88.0,182.0,177.0,11.0,13.0,38.0,76.0,121.0,126.0,82.0,82.0,1.2,1.0
20190402,19,1316A,169.0,128.0,91.0,178.0,179.0,12.0,13.0,45.0,76.0,116.0,126.0,92.0,92.0,1.2,1.0
20190402,20,1316A,166.0,126.0,95.0,168.0,181.0,11.0,13.0,44.0,76.0,110.0,126.0,101.0,101.0,1.2,1.0
20190402,21,1316A,176.0,133.0,98.0,174.0,183.0,12.0,13.0,50.0,76.0,93.0,126.0,105.0,105.0,1.2,1.0
20190402,22,1316A,162.0,123.0,101.0,179.0,185.0,14.0,14.0,56.0,76.0,79.0,126.0,106.0,106.0,1.1,1.0
20190402,23,1316A,149.0,114.0,104.0,182.0,188.0,14.0,14.0,66.0,76.0,64.0,126.0,102.0,106.0,1.0,1.0
20190403,0,1316A,153.0,117.0,107.0,181.0,189.0,16.0,14.0,61.0,73.0,67.0,126.0,97.0,106.0,1.1,1.1
20190403,1,1316A,147.0,112.0,109.0,183.0,189.0,16.0,14.0,61.0,71.0,65.0,126.0,65.0,65.0,1.1,1.1
20190403,2,1316A,145.0,111.0,111.0,179.0,190.0,17.0,14.0,58.0,69.0,65.0,126.0,65.0,65.0,1.1,1.1
20190403,3,1316A,148.0,113.0,113.0,187.0,190.0,17.0,15.0,69.0,67.0,50.0,126.0,60.0,65.0,1.1,1.1
20190403,4,1316A,156.0,119.0,113.0,185.0,190.0,18.0,15.0,63.0,66.0,57.0,126.0,59.0,65.0,1.1,1.1
20190403,5,1316A,156.0,119.0,114.0,191.0,190.0,18.0,15.0,63.0,64.0,57.0,126.0,59.0,65.0,1.2,1.1
20190403,6,1316A,158.0,120.0,115.0,201.0,191.0,19.0,15.0,71.0,63.0,45.0,126.0,56.0,65.0,1.2,1.1
20190403,7,1316A,142.0,108.0,116.0,195.0,192.0,19.0,15.0,69.0,62.0,49.0,126.0,55.0,65.0,1.3,1.1
20190403,8,1316A,132.0,100.0,116.0,172.0,191.0,18.0,15.0,78.0,62.0,51.0,126.0,55.0,65.0,1.3,1.1
20190403,9,1316A,120.0,91.0,116.0,173.0,191.0,18.0,15.0,68.0,61.0,71.0,126.0,56.0,65.0,1.2,1.1
20190403,10,1316A,100.0,75.0,114.0,134.0,188.0,14.0,15.0,51.0,60.0,95.0,126.0,59.0,65.0,1.0,1.1
20190403,11,1316A,103.0,77.0,113.0,123.0,185.0,12.0,15.0,35.0,58.0,129.0,129.0,69.0,69.0,1.0,1.1
20190403,12,1316A,,,,,,,,,,,,,,,
20190403,13,1316A,,,,,,,,,,,,,,,
20190403,14,1316A,,,113.0,,183.0,,15.0,,56.0,,129.0,79.0,79.0,,1.1
20190403,15,1316A,178.0,134.0,114.0,147.0,177.0,10.0,15.0,30.0,55.0,176.0,176.0,104.0,104.0,0.9,1.1
20190403,16,1316A,155.0,118.0,114.0,149.0,174.0,10.0,15.0,30.0,54.0,185.0,185.0,131.0,131.0,0.8,1.1
20190403,17,1316A,168.0,127.0,114.0,149.0,172.0,12.0,15.0,28.0,54.0,201.0,201.0,157.0,157.0,1.0,1.1
20190403,18,1316A,175.0,132.0,114.0,150.0,170.0,13.0,15.0,30.0,54.0,201.0,201.0,178.0,178.0,1.0,1.1
20190403,19,1316A,182.0,137.0,115.0,176.0,170.0,16.0,15.0,38.0,53.0,186.0,201.0,190.0,190.0,1.1,1.1
20190403,20,1316A,178.0,134.0,115.0,182.0,171.0,15.0,15.0,48.0,53.0,162.0,201.0,185.0,190.0,1.1,1.1
20190403,21,1316A,190.0,143.0,115.0,195.0,172.0,13.0,15.0,55.0,54.0,143.0,201.0,179.0,190.0,1.1,1.1
20190403,22,1316A,189.0,142.0,116.0,203.0,173.0,15.0,15.0,72.0,54.0,108.0,201.0,170.0,190.0,1.2,1.1
20190403,23,1316A,,,116.0,,173.0,19.0,15.0,72.0,55.0,94.0,201.0,160.0,190.0,1.2,1.1
20190404,0,1316A,,,116.0,,172.0,21.0,16.0,48.0,54.0,114.0,201.0,151.0,190.0,1.2,1.1
20190404,1,1316A,159.0,121.0,117.0,184.0,172.0,14.0,16.0,34.0,53.0,126.0,201.0,126.0,126.0,1.1,1.1
20190404,2,1316A,145.0,111.0,117.0,158.0,171.0,11.0,15.0,36.0,52.0,119.0,201.0,122.0,126.0,1.0,1.1
